l1,l2,IDS_SEMANTICFIELD_l1,local_alignment
hu,nl,Agriculture and vegetation,0.2518317357697502
hu,nl,Animals,0.41735699239130103
hu,nl,Basic actions and technology,0.27948799363762405
hu,nl,Clothing and grooming,0.3285357120017762
hu,nl,Cognition,0.3566349616524688
hu,nl,Emotions and values,0.2921519420578243
hu,nl,Food and drink,0.3128757759132605
hu,nl,Kinship,0.5455646461758386
hu,nl,Miscellaneous function words,0.3967667193710979
hu,nl,Modern world,0.2898515477572511
hu,nl,Motion,0.2575073539604661
hu,nl,Possession,0.3398545599406188
hu,nl,Quantity,0.525239498805618
hu,nl,Sense perception,0.3659228795760697
hu,nl,Social and political relations,0.2635731610736803
hu,nl,Spatial relations,0.29800093511611025
hu,nl,Speech and language,0.333333492327781
hu,nl,The body,0.31370748010633276
hu,nl,The house,0.29859244577885463
hu,nl,The physical world,0.34000815680947616
hu,nl,Time,0.45223133938050497
hu,no,Agriculture and vegetation,0.23903571212604832
hu,no,Animals,0.29670337028615784
hu,no,Basic actions and technology,0.24249533237111404
hu,no,Clothing and grooming,0.31081579474143217
hu,no,Cognition,0.37471763333434943
hu,no,Emotions and values,0.2937963724898654
hu,no,Food and drink,0.318208089461822
hu,no,Kinship,0.5489212741986589
hu,no,Miscellaneous function words,0.47306243580386553
hu,no,Modern world,0.28999946071040017
hu,no,Motion,0.24423311598973937
hu,no,Possession,0.32235340710081245
hu,no,Quantity,0.5168469343552781
hu,no,Sense perception,0.3410634698797029
hu,no,Social and political relations,0.28504036476809963
hu,no,Spatial relations,0.31437420698946417
hu,no,Speech and language,0.28942201116454064
hu,no,The body,0.33925085073152605
hu,no,The house,0.20556399781985435
hu,no,The physical world,0.34673503379462667
hu,no,Time,0.47607948038296205
hu,os,Agriculture and vegetation,0.11616792980972532
hu,os,Animals,0.11761194655418472
hu,os,Basic actions and technology,0.19958593066573482
hu,os,Clothing and grooming,0.05237064235581958
hu,os,Cognition,0.24495771172498285
hu,os,Emotions and values,0.17600281532279421
hu,os,Food and drink,0.08850645092211977
hu,os,Kinship,0.27054542192112296
hu,os,Miscellaneous function words,0.0329447514762557
hu,os,Modern world,0.17125488786958784
hu,os,Motion,0.2309820989711207
hu,os,Possession,0.22377911416030608
hu,os,Quantity,0.24218196627515767
hu,os,Sense perception,0.1942015266588243
hu,os,Social and political relations,0.11780596642055134
hu,os,Spatial relations,0.20736301522285164
hu,os,Speech and language,0.21399646962794272
hu,os,The body,0.11355797845682994
hu,os,The house,0.10904083665665114
hu,os,The physical world,0.20743639055048604
hu,os,Time,0.3368605549255882
hu,pl,Agriculture and vegetation,0.3222319046469674
hu,pl,Animals,0.3880881626981197
hu,pl,Basic actions and technology,0.24876294074675995
hu,pl,Clothing and grooming,0.28356650130841166
hu,pl,Cognition,0.35636428264993786
hu,pl,Emotions and values,0.3283084430017189
hu,pl,Food and drink,0.3400988627693342
hu,pl,Kinship,0.577602025422766
hu,pl,Miscellaneous function words,0.4741458224315465
hu,pl,Modern world,0.32817549763472176
hu,pl,Motion,0.2528552212264081
hu,pl,Possession,0.32095048912578605
hu,pl,Quantity,0.5863291536788627
hu,pl,Sense perception,0.4183124409023684
hu,pl,Social and political relations,0.3046620465323407
hu,pl,Spatial relations,0.3209619356360376
hu,pl,Speech and language,0.31949619526012196
hu,pl,The body,0.31184573367232954
hu,pl,The house,0.2736988448472576
hu,pl,The physical world,0.38042180193975084
hu,pl,Time,0.5218918793461985
hu,ps,Agriculture and vegetation,0.11208266822311086
hu,ps,Animals,0.14368267301812215
hu,ps,Basic actions and technology,0.1928446517921472
hu,ps,Clothing and grooming,0.14304634299338062
hu,ps,Cognition,0.23851699130509685
hu,ps,Emotions and values,0.2475762242453981
hu,ps,Food and drink,0.19748784403825762
hu,ps,Kinship,0.2826840862300466
hu,ps,Miscellaneous function words,0.20026277830995598
hu,ps,Modern world,0.17199580474258766
hu,ps,Motion,0.24586318635554621
hu,ps,Possession,0.21444444985666203
hu,ps,Quantity,0.365238916142044
hu,ps,Sense perception,0.23762759814630874
hu,ps,Social and political relations,0.18677888856858268
hu,ps,Spatial relations,0.16926182568613712
hu,ps,Speech and language,0.2389049641357468
hu,ps,The body,0.16304780947628014
hu,ps,The house,0.12052781663722177
hu,ps,The physical world,0.19561836831615845
hu,ps,Time,0.29645961198194487
hu,pt,Agriculture and vegetation,0.24893661242135456
hu,pt,Animals,0.3789669755503603
hu,pt,Basic actions and technology,0.2676225479452673
hu,pt,Clothing and grooming,0.32418583876646334
hu,pt,Cognition,0.33479585894441083
hu,pt,Emotions and values,0.315299922459539
hu,pt,Food and drink,0.3618499802219619
hu,pt,Kinship,0.5311508738573802
hu,pt,Miscellaneous function words,0.4003037830218764
hu,pt,Modern world,0.28737737145699954
hu,pt,Motion,0.2652197891748777
hu,pt,Possession,0.35653440676658155
hu,pt,Quantity,0.5786214459154128
hu,pt,Sense perception,0.3624760309346425
hu,pt,Social and political relations,0.30012296826812424
hu,pt,Spatial relations,0.29598470093656576
hu,pt,Speech and language,0.32270676962727934
hu,pt,The body,0.3316222946833543
hu,pt,The house,0.2686106138257614
hu,pt,The physical world,0.34889364757546604
hu,pt,Time,0.42925344070220806
hu,ro,Agriculture and vegetation,0.24225119248080662
hu,ro,Animals,0.3443158271006523
hu,ro,Basic actions and technology,0.24238646547730497
hu,ro,Clothing and grooming,0.29859028576025326
hu,ro,Cognition,0.33969019948436957
hu,ro,Emotions and values,0.26846420410538446
hu,ro,Food and drink,0.31303827844690224
hu,ro,Kinship,0.4584562798581567
hu,ro,Miscellaneous function words,0.3270954755393558
hu,ro,Modern world,0.3034227568067091
hu,ro,Motion,0.24513610738664782
hu,ro,Possession,0.3257689884966707
hu,ro,Quantity,0.5118194650585164
hu,ro,Sense perception,0.3294913010160371
hu,ro,Social and political relations,0.2733211281180356
hu,ro,Spatial relations,0.29643201044598594
hu,ro,Speech and language,0.2869401874983469
hu,ro,The body,0.2751190653562128
hu,ro,The house,0.22484752810050426
hu,ro,The physical world,0.2967773902816541
hu,ro,Time,0.4420079596396797
hu,ru,Agriculture and vegetation,0.2610907151245525
hu,ru,Animals,0.45310348306590786
hu,ru,Basic actions and technology,0.2669251647694973
hu,ru,Clothing and grooming,0.3595489756019542
hu,ru,Cognition,0.3617493154284385
hu,ru,Emotions and values,0.27936436204139936
hu,ru,Food and drink,0.318590981452306
hu,ru,Kinship,0.5481180542277714
hu,ru,Miscellaneous function words,0.46808282566317755
hu,ru,Modern world,0.3189956753828283
hu,ru,Motion,0.2735764914885541
hu,ru,Possession,0.33087972818778677
hu,ru,Quantity,0.5735517793102534
hu,ru,Sense perception,0.4149228661759149
hu,ru,Social and political relations,0.29432152453729976
hu,ru,Spatial relations,0.3302480129084119
hu,ru,Speech and language,0.33726163005553705
hu,ru,The body,0.32084939246926725
hu,ru,The house,0.26392316049681436
hu,ru,The physical world,0.3795562469219743
hu,ru,Time,0.4903719381605408
hu,sah,Agriculture and vegetation,0.0802020524495013
hu,sah,Animals,0.19337726980559014
hu,sah,Basic actions and technology,0.15772175929877189
hu,sah,Clothing and grooming,0.19649097016844144
hu,sah,Cognition,0.2666936840622756
hu,sah,Emotions and values,0.22402099638128628
hu,sah,Food and drink,0.11563098351512302
hu,sah,Kinship,0.38377801123412625
hu,sah,Miscellaneous function words,0.23926264441846273
hu,sah,Modern world,0.1536271150247299
hu,sah,Motion,0.164724463529452
hu,sah,Possession,0.23767901124474408
hu,sah,Quantity,0.33417753849842796
hu,sah,Sense perception,0.21280839437604182
hu,sah,Social and political relations,0.12522720560279346
hu,sah,Spatial relations,0.1961048026761096
hu,sah,Speech and language,0.1887172364522458
hu,sah,The body,0.14317399949940318
hu,sah,The house,0.1369523012092844
hu,sah,The physical world,0.16922918116405666
hu,sah,Time,0.2811147622933721
hu,sk,Agriculture and vegetation,0.25114147012371185
hu,sk,Animals,0.3209886130910245
hu,sk,Basic actions and technology,0.24764672361634726
hu,sk,Clothing and grooming,0.2949301990978721
hu,sk,Cognition,0.3242232924776627
hu,sk,Emotions and values,0.31577772266584
hu,sk,Food and drink,0.3106320682785711
hu,sk,Kinship,0.45448201425000534
hu,sk,Miscellaneous function words,0.327098110759305
hu,sk,Modern world,0.3135933269867174
hu,sk,Motion,0.24784960442121695
hu,sk,Possession,0.2620593179602091
hu,sk,Quantity,0.5175528792987216
hu,sk,Sense perception,0.3553270206429746
hu,sk,Social and political relations,0.3106120078897664
hu,sk,Spatial relations,0.31542116476483806
hu,sk,Speech and language,0.33523584476955615
hu,sk,The body,0.329097106806714
hu,sk,The house,0.26033661744535236
hu,sk,The physical world,0.33247841829270536
hu,sk,Time,0.4588059293693362
hu,sq,Agriculture and vegetation,0.1914247174016873
hu,sq,Animals,0.1911345949001746
hu,sq,Basic actions and technology,0.19427750736993735
hu,sq,Clothing and grooming,0.22286849923204372
hu,sq,Cognition,0.34000516683704185
hu,sq,Emotions and values,0.27261609914835755
hu,sq,Food and drink,0.25027460209560665
hu,sq,Kinship,0.3776175041784084
hu,sq,Miscellaneous function words,0.35015174918566394
hu,sq,Modern world,0.2738791655315131
hu,sq,Motion,0.20904939209985254
hu,sq,Possession,0.2556523416523448
hu,sq,Quantity,0.5070208927321866
hu,sq,Sense perception,0.34145951337393654
hu,sq,Social and political relations,0.20921580042048732
hu,sq,Spatial relations,0.28610614964390335
hu,sq,Speech and language,0.24191163799125243
hu,sq,The body,0.2134802988871881
hu,sq,The house,0.18516993879540036
hu,sq,The physical world,0.2679882055775299
hu,sq,Time,0.4660482804494558
hu,sv,Agriculture and vegetation,0.2798142335764329
hu,sv,Animals,0.32919712435834125
hu,sv,Basic actions and technology,0.24681863376024246
hu,sv,Clothing and grooming,0.32650352019488554
hu,sv,Cognition,0.2898043526476824
hu,sv,Emotions and values,0.2918148184255006
hu,sv,Food and drink,0.3124289493191345
hu,sv,Kinship,0.5076388648876669
hu,sv,Miscellaneous function words,0.3344133502665703
hu,sv,Modern world,0.28791771335479566
hu,sv,Motion,0.23604619526766582
hu,sv,Possession,0.3239422747246269
hu,sv,Quantity,0.5140221388825295
hu,sv,Sense perception,0.3099379122978035
hu,sv,Social and political relations,0.283681901094975
hu,sv,Spatial relations,0.3009100023333722
hu,sv,Speech and language,0.2622324282577252
hu,sv,The body,0.28923470157166936
hu,sv,The house,0.24621068537301682
hu,sv,The physical world,0.33809552612376864
hu,sv,Time,0.4514504228038634
hu,ta,Agriculture and vegetation,0.1987037038148052
hu,ta,Animals,0.3637571936043151
hu,ta,Basic actions and technology,0.20328871818128455
hu,ta,Clothing and grooming,0.2668610593995043
hu,ta,Cognition,0.36436075325590167
hu,ta,Emotions and values,0.26044140374516617
hu,ta,Food and drink,0.2595147290007895
hu,ta,Kinship,0.4313974202010613
hu,ta,Miscellaneous function words,0.3151101131922571
hu,ta,Modern world,0.21578811753710916
hu,ta,Motion,0.22708343096301795
hu,ta,Possession,0.2530030153192564
hu,ta,Quantity,0.5067137181720749
hu,ta,Sense perception,0.3324900064831574
hu,ta,Social and political relations,0.2471713879026849
hu,ta,Spatial relations,0.27136785523583257
hu,ta,Speech and language,0.2839686650167531
hu,ta,The body,0.315604419497721
hu,ta,The house,0.1507843355488266
hu,ta,The physical world,0.32075918605711645
hu,ta,Time,0.34136313388516315
hu,te,Agriculture and vegetation,0.09007825371697567
hu,te,Animals,0.3506295338163673
hu,te,Basic actions and technology,0.23256525013878815
hu,te,Clothing and grooming,0.24843184799183834
hu,te,Cognition,0.312701635048203
hu,te,Emotions and values,0.2716360816568825
hu,te,Food and drink,0.2798403085068132
hu,te,Kinship,0.4723833865919549
hu,te,Miscellaneous function words,0.3469955093418549
hu,te,Modern world,0.22542429271371894
hu,te,Motion,0.1181794925338541
hu,te,Possession,0.2908087418271559
hu,te,Quantity,0.33870307440830366
hu,te,Sense perception,0.28992512346178145
hu,te,Social and political relations,0.20946644935192363
hu,te,Spatial relations,0.24471803634711956
hu,te,Speech and language,0.2145573663264914
hu,te,The body,0.25203412141892023
hu,te,The house,0.16186319995666962
hu,te,The physical world,0.3027540285442094
hu,te,Time,0.4285275548294332
hu,tr,Agriculture and vegetation,0.26933610884817355
hu,tr,Animals,0.3404712695239605
hu,tr,Basic actions and technology,0.24931889581448735
hu,tr,Clothing and grooming,0.30581732297126724
hu,tr,Cognition,0.3403011166028722
hu,tr,Emotions and values,0.2926542529147825
hu,tr,Food and drink,0.35757988996389867
hu,tr,Kinship,0.3812706418647486
hu,tr,Miscellaneous function words,0.3459429678341424
hu,tr,Modern world,0.2866840421546229
hu,tr,Motion,0.241729389245373
hu,tr,Possession,0.29893502359928203
hu,tr,Quantity,0.49536002952493446
hu,tr,Sense perception,0.33721457162016616
hu,tr,Social and political relations,0.3357971275808091
hu,tr,Spatial relations,0.329630886606697
hu,tr,Speech and language,0.37940721856778237
hu,tr,The body,0.3009500305980718
hu,tr,The house,0.20901254535016564
hu,tr,The physical world,0.3136530342696025
hu,tr,Time,0.4909218405276312
hu,tt,Agriculture and vegetation,0.15106672396215345
hu,tt,Animals,0.256296170859209
hu,tt,Basic actions and technology,0.2078132467149032
hu,tt,Clothing and grooming,0.23623691607792457
hu,tt,Cognition,0.3337807658939178
hu,tt,Emotions and values,0.2184190767443039
hu,tt,Food and drink,0.2659444133985452
hu,tt,Kinship,0.3264714092343792
hu,tt,Miscellaneous function words,0.2421342723170026
hu,tt,Modern world,0.27471501712204366
hu,tt,Motion,0.21765540835240263
hu,tt,Possession,0.28361753200944245
hu,tt,Quantity,0.45867008455121816
hu,tt,Sense perception,0.2322781870127025
hu,tt,Social and political relations,0.14893104500997084
hu,tt,Spatial relations,0.22654235313751486
hu,tt,Speech and language,0.2757203750545439
hu,tt,The body,0.17585498902265265
hu,tt,The house,0.11935018278123467
hu,tt,The physical world,0.19723959683117753
hu,tt,Time,0.40071567299843003
hu,uk,Agriculture and vegetation,0.31657296575196214
hu,uk,Animals,0.4274713911048877
hu,uk,Basic actions and technology,0.2536374049917863
hu,uk,Clothing and grooming,0.3931586557182163
hu,uk,Cognition,0.3620558540313197
hu,uk,Emotions and values,0.2704043634322151
hu,uk,Food and drink,0.3010542009790407
hu,uk,Kinship,0.5245018578757041
hu,uk,Miscellaneous function words,0.4113261661625014
hu,uk,Modern world,0.3147317074191398
hu,uk,Motion,0.2624435451415571
hu,uk,Possession,0.3355494968832792
hu,uk,Quantity,0.531526352016071
hu,uk,Sense perception,0.37380403961258074
hu,uk,Social and political relations,0.30068873954260233
hu,uk,Spatial relations,0.33953896394720373
hu,uk,Speech and language,0.3737856058887028
hu,uk,The body,0.32758154161717373
hu,uk,The house,0.34888600849732204
hu,uk,The physical world,0.3670031480139967
hu,uk,Time,0.5128535448244596
hu,uz,Agriculture and vegetation,0.16012510293770243
hu,uz,Animals,0.3918822176652571
hu,uz,Basic actions and technology,0.25319349874581865
hu,uz,Clothing and grooming,0.27635899885613613
hu,uz,Cognition,0.3860764021570903
hu,uz,Emotions and values,0.2611074885137517
hu,uz,Food and drink,0.2694595471599572
hu,uz,Kinship,0.43321966604833545
hu,uz,Miscellaneous function words,0.22103280180756077
hu,uz,Modern world,0.235454718378326
hu,uz,Motion,0.12615648544605568
hu,uz,Possession,0.4530632573313301
hu,uz,Quantity,0.3758667869863809
hu,uz,Sense perception,0.2811955196502043
hu,uz,Social and political relations,0.19914919051889737
hu,uz,Spatial relations,0.234398067748184
hu,uz,Speech and language,0.2143850505834271
hu,uz,The body,0.27666522725421205
hu,uz,The house,0.19106409292503937
hu,uz,The physical world,0.2597640588073528
hu,uz,Time,0.37203703513434666
hu,xal,Agriculture and vegetation,0.02838099110142425
hu,xal,Animals,0.2323031164290341
hu,xal,Basic actions and technology,0.13179575408810876
hu,xal,Clothing and grooming,0.0684497450367316
hu,xal,Cognition,0.14454362687682576
hu,xal,Emotions and values,0.0811719116965137
hu,xal,Food and drink,0.03525144556942752
hu,xal,Kinship,0.033646202373844594
hu,xal,Miscellaneous function words,0.1683144933527332
hu,xal,Modern world,0.08427817614806996
hu,xal,Motion,0.10020446386551685
hu,xal,Possession,0.15846769676769218
hu,xal,Quantity,0.19871068638235692
hu,xal,Sense perception,0.0855661506004259
hu,xal,Social and political relations,0.02469746162053764
hu,xal,Spatial relations,0.07995286170758058
hu,xal,Speech and language,0.14223326478761641
hu,xal,The body,0.06305134157216484
hu,xal,The house,0.00910669824355092
hu,xal,The physical world,0.035186548406451135
hu,xal,Time,0.11357809387109263
hu,zh,Agriculture and vegetation,0.15951783489467508
hu,zh,Animals,0.2418569043854147
hu,zh,Basic actions and technology,0.19648732079187511
hu,zh,Clothing and grooming,0.24244921020887797
hu,zh,Cognition,0.26838696104969006
hu,zh,Emotions and values,0.16944124448275358
hu,zh,Food and drink,0.25226812404433385
hu,zh,Kinship,0.38095871517589514
hu,zh,Miscellaneous function words,0.31453728148297866
hu,zh,Modern world,0.19225716155723924
hu,zh,Motion,0.1648499847442537
hu,zh,Possession,0.23972420029714162
hu,zh,Quantity,0.4370959478875282
hu,zh,Sense perception,0.21549942273075492
hu,zh,Social and political relations,0.1753655206691778
hu,zh,Spatial relations,0.21898793573081052
hu,zh,Speech and language,0.253379468571319
hu,zh,The body,0.23489450533165476
hu,zh,The house,0.17154587558189632
hu,zh,The physical world,0.24284628264029837
hu,zh,Time,0.40527690094312363
hy,ab,Agriculture and vegetation,0.19910554435646804
hy,ab,Animals,0.10764493014271487
hy,ab,Basic actions and technology,0.2525063635456709
hy,ab,Cognition,0.18957195107504077
hy,ab,Emotions and values,0.11424598429810968
hy,ab,Kinship,0.03099645645859243
hy,ab,Miscellaneous function words,0.15425555660530815
hy,ab,Modern world,0.03766706068614789
hy,ab,Motion,0.3189722845018066
hy,ab,Possession,0.14938557489820808
hy,ab,Quantity,0.16075093193362297
hy,ab,Sense perception,0.2255642110441155
hy,ab,Social and political relations,0.17319606892528439
hy,ab,Spatial relations,0.09675816321354279
hy,ab,Speech and language,0.08886248622660002
hy,ab,The body,0.08031773276833709
hy,ab,The house,-0.15791921015368188
hy,ab,The physical world,0.05131641034090008
hy,ab,Time,0.04318458229184401
hy,ar,Agriculture and vegetation,0.21151507217398038
hy,ar,Animals,0.2566587912246349
hy,ar,Basic actions and technology,0.1718362584398123
hy,ar,Clothing and grooming,0.26724251531395266
hy,ar,Cognition,0.22732250871997484
hy,ar,Emotions and values,0.2145167214881235
hy,ar,Food and drink,0.3018987202109229
hy,ar,Kinship,0.40198210250976346
hy,ar,Miscellaneous function words,0.41616745563415874
hy,ar,Modern world,0.20544753872549826
hy,ar,Motion,0.18952263837786504
hy,ar,Possession,0.20568331590254263
hy,ar,Quantity,0.5081546181996492
hy,ar,Sense perception,0.26931706486418744
hy,ar,Social and political relations,0.2413663015886208
hy,ar,Spatial relations,0.22048658677708374
hy,ar,Speech and language,0.24102341130245097
hy,ar,The body,0.16544960359729952
hy,ar,The house,0.15275388321340996
hy,ar,The physical world,0.2684304222271509
hy,ar,Time,0.4868188833961427
hy,av,Agriculture and vegetation,0.08069721369838007
hy,av,Animals,0.22312449864880274
hy,av,Basic actions and technology,0.22950271346696952
hy,av,Clothing and grooming,0.08426620941435717
hy,av,Cognition,0.11371017920504332
hy,av,Emotions and values,0.1332812325078629
hy,av,Food and drink,0.15540252555873244
hy,av,Kinship,0.19897114440245567
hy,av,Miscellaneous function words,0.16019478515318145
hy,av,Modern world,0.11899636680743439
hy,av,Motion,0.27856670341998346
hy,av,Possession,0.284432848412613
hy,av,Quantity,0.3810117738845896
hy,av,Sense perception,0.1989500963692335
hy,av,Social and political relations,0.18727772163777437
hy,av,Spatial relations,0.12958302717949627
hy,av,Speech and language,0.19048772721353865
hy,av,The body,0.17975515704402198
hy,av,The house,0.12473782009951614
hy,av,The physical world,0.08510601945862503
hy,av,Time,0.3092267554942208
hy,az,Agriculture and vegetation,0.2063755147531305
hy,az,Animals,0.2811837373059326
hy,az,Basic actions and technology,0.20634576841018265
hy,az,Clothing and grooming,0.2700629299187372
hy,az,Cognition,0.25213686714406974
hy,az,Emotions and values,0.26534332140167977
hy,az,Food and drink,0.3287117032174802
hy,az,Kinship,0.40665498829962343
hy,az,Miscellaneous function words,0.46645293476584243
hy,az,Modern world,0.22225468609686763
hy,az,Motion,0.21280332843669433
hy,az,Possession,0.29317851759297786
hy,az,Quantity,0.5585548879617749
hy,az,Sense perception,0.25515176736887757
hy,az,Social and political relations,0.271263281055121
hy,az,Spatial relations,0.2539614008264119
hy,az,Speech and language,0.2584170605679165
hy,az,The body,0.2288244178441213
hy,az,The house,0.20521483712145802
hy,az,The physical world,0.2867655356029427
hy,az,Time,0.31930519474371555
hy,ba,Agriculture and vegetation,0.14891916451588483
hy,ba,Animals,0.2071730362989492
hy,ba,Basic actions and technology,0.1749307569612261
hy,ba,Clothing and grooming,0.18273373174180024
hy,ba,Cognition,0.22604079295387433
hy,ba,Emotions and values,0.2121879974018335
hy,ba,Food and drink,0.2236574032634622
hy,ba,Kinship,0.2985676304773479
hy,ba,Miscellaneous function words,0.24886897301437252
hy,ba,Modern world,0.2364334267393834
hy,ba,Motion,0.16941200663373202
hy,ba,Possession,0.20816139573544143
hy,ba,Quantity,0.39678604066979156
hy,ba,Sense perception,0.1903728915346415
hy,ba,Social and political relations,0.2503201734898747
hy,ba,Spatial relations,0.20727456369593353
hy,ba,Speech and language,0.23320021923188447
hy,ba,The body,0.18962827259783677
hy,ba,The house,0.15490861923511756
hy,ba,The physical world,0.1710252857107531
hy,ba,Time,0.41227325880143156
hy,be,Agriculture and vegetation,0.25527236968130607
hy,be,Animals,0.282696973773922
hy,be,Basic actions and technology,0.21147134634568368
hy,be,Clothing and grooming,0.2399607108402919
hy,be,Cognition,0.31511538433409164
hy,be,Emotions and values,0.20900494719178223
hy,be,Food and drink,0.35414515408647407
hy,be,Kinship,0.4539210502118492
hy,be,Miscellaneous function words,0.38872175286175803
hy,be,Modern world,0.28343198378149764
hy,be,Motion,0.25611175696179533
hy,be,Possession,0.3275134240110454
hy,be,Quantity,0.508662716592836
hy,be,Sense perception,0.2786647345842311
hy,be,Social and political relations,0.27786844238459446
hy,be,Spatial relations,0.2618574311565723
hy,be,Speech and language,0.256419931559759
hy,be,The body,0.243887370048194
hy,be,The house,0.22348795980834002
hy,be,The physical world,0.2913404981725836
hy,be,Time,0.5015106798824992
hy,bg,Agriculture and vegetation,0.19933407827101163
hy,bg,Animals,0.32408514439221875
hy,bg,Basic actions and technology,0.20306967654672728
hy,bg,Clothing and grooming,0.16161514422621046
hy,bg,Cognition,0.2865030432563168
hy,bg,Emotions and values,0.27281771207024164
hy,bg,Food and drink,0.2886256951948345
hy,bg,Kinship,0.4440588858778584
hy,bg,Miscellaneous function words,0.3138815409636596
hy,bg,Modern world,0.27148999510769634
hy,bg,Motion,0.2183295861051321
hy,bg,Possession,0.2990673818786536
hy,bg,Quantity,0.5695384760028098
hy,bg,Sense perception,0.2623631580446443
hy,bg,Social and political relations,0.30928296892136986
hy,bg,Spatial relations,0.2209707669145888
hy,bg,Speech and language,0.2932824962408756
hy,bg,The body,0.21063251161497312
hy,bg,The house,0.17092447234150943
hy,bg,The physical world,0.3178501252057379
hy,bg,Time,0.5138429188783689
hy,br,Agriculture and vegetation,0.15835652559990734
hy,br,Animals,0.1778599253760007
hy,br,Basic actions and technology,0.1545263569014615
hy,br,Clothing and grooming,0.17761749311216216
hy,br,Cognition,0.2313956033984854
hy,br,Emotions and values,0.1822763143633378
hy,br,Food and drink,0.21132045605521804
hy,br,Kinship,0.3592111230195207
hy,br,Miscellaneous function words,0.2966683281676801
hy,br,Modern world,0.20848779721921962
hy,br,Motion,0.21198749702467046
hy,br,Possession,0.20590695819300028
hy,br,Quantity,0.4671329259120004
hy,br,Sense perception,0.22357041973971867
hy,br,Social and political relations,0.29528669071278557
hy,br,Spatial relations,0.21661031071083459
hy,br,Speech and language,0.21743652943937872
hy,br,The body,0.19952282746638508
hy,br,The house,0.14665898334600924
hy,br,The physical world,0.21417005672037226
hy,br,Time,0.2918324260875212
hy,ca,Agriculture and vegetation,0.28267986379361554
hy,ca,Animals,0.27438904902185673
hy,ca,Basic actions and technology,0.24701179222115444
hy,ca,Clothing and grooming,0.26647915269720157
hy,ca,Cognition,0.30323365551736453
hy,ca,Emotions and values,0.2791502728295605
hy,ca,Food and drink,0.3119647276465273
hy,ca,Kinship,0.4777205089615731
hy,ca,Miscellaneous function words,0.389803729154009
hy,ca,Modern world,0.23554696785558035
hy,ca,Motion,0.21990870189304992
hy,ca,Possession,0.2857880210468214
hy,ca,Quantity,0.5421523108331222
hy,ca,Sense perception,0.25626059168750354
hy,ca,Social and political relations,0.26577057844229
hy,ca,Spatial relations,0.2672110476774396
hy,ca,Speech and language,0.3043757176024982
hy,ca,The body,0.25106502620889676
hy,ca,The house,0.2288456167111465
hy,ca,The physical world,0.3302260200087242
hy,ca,Time,0.5435124781545645
hy,ce,Agriculture and vegetation,0.08486551203305452
hy,ce,Animals,0.17026363169498876
hy,ce,Basic actions and technology,0.14068518453057233
hy,ce,Clothing and grooming,0.04971649612921881
hy,ce,Cognition,0.152136890419948
hy,ce,Emotions and values,0.17647064767391835
hy,ce,Food and drink,0.14460423271173828
hy,ce,Kinship,0.2587851357496891
hy,ce,Miscellaneous function words,0.2897153965290353
hy,ce,Modern world,0.14411780985218348
hy,ce,Motion,0.1723421641602363
hy,ce,Possession,0.13381203290345975
hy,ce,Quantity,0.31540764129624477
hy,ce,Sense perception,0.14338557375707342
hy,ce,Social and political relations,0.13377471029246873
hy,ce,Spatial relations,0.14147141546101455
hy,ce,Speech and language,0.10420287211513891
hy,ce,The body,0.11634402616908564
hy,ce,The house,0.06693733594183898
hy,ce,The physical world,0.08364283277275499
hy,ce,Time,0.3212176766968805
hy,cs,Agriculture and vegetation,0.23210847615809982
hy,cs,Animals,0.3665035337103772
hy,cs,Basic actions and technology,0.22965174290648263
hy,cs,Clothing and grooming,0.1984141736753777
hy,cs,Cognition,0.28902740813837413
hy,cs,Emotions and values,0.26663271016175866
hy,cs,Food and drink,0.3488060616142361
hy,cs,Kinship,0.4603507748239215
hy,cs,Miscellaneous function words,0.4582938115714895
hy,cs,Modern world,0.2578249407067103
hy,cs,Motion,0.23583146455842105
hy,cs,Possession,0.3148300301446245
hy,cs,Quantity,0.6068808701466206
hy,cs,Sense perception,0.27655671119613556
hy,cs,Social and political relations,0.2807062719496751
hy,cs,Spatial relations,0.24101984750894948
hy,cs,Speech and language,0.3039318863538896
hy,cs,The body,0.2538522745025221
hy,cs,The house,0.22575464510750282
hy,cs,The physical world,0.33381594421999067
hy,cs,Time,0.5383649346637494
hy,cv,Agriculture and vegetation,0.29183820948695366
hy,cv,Animals,0.33023227969513996
hy,cv,Basic actions and technology,0.07712195561662727
hy,cv,Clothing and grooming,0.2034266757056138
hy,cv,Cognition,0.07159750520878229
hy,cv,Emotions and values,0.13318848399223207
hy,cv,Food and drink,0.25392437634172554
hy,cv,Kinship,0.28672854106139445
hy,cv,Miscellaneous function words,0.2618450641905392
hy,cv,Modern world,0.21569292654582428
hy,cv,Motion,0.08130151101531621
hy,cv,Possession,0.17792686521677817
hy,cv,Quantity,0.16932712181526202
hy,cv,Sense perception,0.08273636237305848
hy,cv,Social and political relations,0.18652813210148345
hy,cv,Spatial relations,0.15432827060476317
hy,cv,Speech and language,0.11638102129121322
hy,cv,The body,0.17621637513180707
hy,cv,The house,0.09128844017453096
hy,cv,The physical world,0.1458348584254704
hy,cv,Time,0.3784697183332328
hy,cy,Agriculture and vegetation,0.17483389250087342
hy,cy,Animals,0.1780068385881019
hy,cy,Basic actions and technology,0.15787044622399646
hy,cy,Clothing and grooming,0.17132814353540213
hy,cy,Cognition,0.19551309887861754
hy,cy,Emotions and values,0.18263570548118133
