,l1,l2,imputed_semantic_domain,rho,nconcepts_compared
20213,hy,da,agriculture_and_vegetation,0.282021312904,26
20214,hy,da,animals,0.243766387872,34
20215,hy,da,basic_actions_and_technology,0.16862951353,55
20216,hy,da,body_parts,0.237714893731,88
20217,hy,da,clothing_and_grooming,0.185087195285,28
20218,hy,da,cognition,0.280005820574,50
20219,hy,da,emotion_and_values,0.22935583163,38
20220,hy,da,food_and_drink,0.117327135662,39
20221,hy,da,kinship,0.368070411508,27
20222,hy,da,law,0.422080910263,2
20223,hy,da,motion,0.0735371489599,69
20224,hy,da,physical_world,0.255760346439,56
20225,hy,da,posession,0.223686963297,40
20226,hy,da,quantity,0.413923460399,42
20227,hy,da,religion_and_belief,0.415048847928,3
20228,hy,da,sense_perception,0.348843671108,44
20229,hy,da,social_and_political_relations,0.109191202127,20
20230,hy,da,spatial_relations,0.281842952929,89
20231,hy,da,speech_and_language,0.153019104185,28
20232,hy,da,the_house,0.437107718029,18
20233,hy,da,time,0.497370561252,68
20234,hy,da,warfare_and_hunting,0.173904122263,16
20235,hy,de,agriculture_and_vegetation,0.115312882185,23
20236,hy,de,animals,0.279596726515,37
20237,hy,de,basic_actions_and_technology,0.180927955719,58
20238,hy,de,body_parts,0.179239159069,94
20239,hy,de,clothing_and_grooming,0.32731989994,29
20240,hy,de,cognition,0.308244035274,50
20241,hy,de,emotion_and_values,0.309793558907,39
20242,hy,de,food_and_drink,0.239528067631,44
20243,hy,de,kinship,0.354110432141,26
20244,hy,de,law,0.218673825106,2
20245,hy,de,motion,0.184945585272,72
20246,hy,de,physical_world,0.374563524629,57
20247,hy,de,posession,0.265081096041,40
20248,hy,de,quantity,0.61909643858,42
20249,hy,de,religion_and_belief,0.406117965595,3
20250,hy,de,sense_perception,0.376972804153,44
20251,hy,de,social_and_political_relations,0.327971239546,20
20252,hy,de,spatial_relations,0.244725450522,91
20253,hy,de,speech_and_language,0.357725208523,28
20254,hy,de,the_house,0.208145627162,18
20255,hy,de,time,0.455189867511,68
20256,hy,de,warfare_and_hunting,0.326084167182,16
20257,hy,el,agriculture_and_vegetation,0.054603838174,22
20258,hy,el,animals,0.17669680181,33
20259,hy,el,basic_actions_and_technology,0.111410785962,35
20260,hy,el,body_parts,0.180894423734,83
20261,hy,el,clothing_and_grooming,0.229050197439,25
20262,hy,el,cognition,0.268803457549,48
20263,hy,el,emotion_and_values,0.0563160972069,33
20264,hy,el,food_and_drink,0.11981811125,31
20265,hy,el,kinship,0.265742544428,26
20266,hy,el,law,0.485532818775,2
20267,hy,el,motion,0.319658959379,55
20268,hy,el,physical_world,0.21604427911,52
20269,hy,el,posession,0.17888225421,34
20270,hy,el,quantity,0.529731433514,40
20271,hy,el,religion_and_belief,0.412293012158,3
20272,hy,el,sense_perception,0.355686537691,37
20273,hy,el,social_and_political_relations,0.106066955019,18
20274,hy,el,spatial_relations,0.17125599314,81
20275,hy,el,speech_and_language,0.238651697468,25
20276,hy,el,the_house,0.40567908578,19
20277,hy,el,time,0.435611223864,63
20278,hy,el,warfare_and_hunting,0.233530364306,16
20279,hy,en,agriculture_and_vegetation,0.0965959714509,27
20280,hy,en,animals,0.291494997981,36
20281,hy,en,basic_actions_and_technology,0.176347948362,53
20282,hy,en,body_parts,0.219754679204,91
20283,hy,en,clothing_and_grooming,0.396335102716,28
20284,hy,en,cognition,0.262475405708,50
20285,hy,en,emotion_and_values,0.351867750128,40
20286,hy,en,food_and_drink,0.133523407379,43
20287,hy,en,kinship,0.455787053294,27
20288,hy,en,law,-0.05515290153,2
20289,hy,en,motion,0.103701804445,69
20290,hy,en,physical_world,0.326150313995,56
20291,hy,en,posession,0.181114646879,40
20292,hy,en,quantity,0.532775966671,41
20293,hy,en,religion_and_belief,0.289497108125,3
20294,hy,en,sense_perception,0.380902579305,44
20295,hy,en,social_and_political_relations,0.397348314554,19
20296,hy,en,spatial_relations,0.254521771149,85
20297,hy,en,speech_and_language,0.342225193828,26
20298,hy,en,the_house,0.211253896843,18
20299,hy,en,time,0.503184078767,65
20300,hy,en,warfare_and_hunting,0.345551050475,17
20301,hy,es,agriculture_and_vegetation,0.274461589227,24
20302,hy,es,animals,0.3004819964,37
20303,hy,es,basic_actions_and_technology,0.262984707342,56
20304,hy,es,body_parts,0.309232810858,94
20305,hy,es,clothing_and_grooming,0.253445580424,29
20306,hy,es,cognition,0.231488284009,51
20307,hy,es,emotion_and_values,0.194184447565,39
20308,hy,es,food_and_drink,0.146647421103,44
20309,hy,es,kinship,0.42495273687,27
20310,hy,es,law,0.353995153553,2
20311,hy,es,motion,0.164940393979,71
20312,hy,es,physical_world,0.300456190356,56
20313,hy,es,posession,0.165800979347,43
20314,hy,es,quantity,0.597506019508,42
20315,hy,es,religion_and_belief,-0.00845874193133,3
20316,hy,es,sense_perception,0.323673108412,43
20317,hy,es,social_and_political_relations,0.102870216782,21
20318,hy,es,spatial_relations,0.246324458451,92
20319,hy,es,speech_and_language,0.323481891905,27
20320,hy,es,the_house,0.0925506392639,19
20321,hy,es,time,0.543296301595,67
20322,hy,es,warfare_and_hunting,0.266333644567,18
20323,hy,eu,agriculture_and_vegetation,0.146589841014,22
20324,hy,eu,animals,0.242160552913,36
20325,hy,eu,basic_actions_and_technology,0.19846185936,52
20326,hy,eu,body_parts,0.239630431802,85
20327,hy,eu,clothing_and_grooming,0.0851074047777,25
20328,hy,eu,cognition,0.194105839544,46
20329,hy,eu,emotion_and_values,0.0505201371034,37
20330,hy,eu,food_and_drink,0.22178876285,40
20331,hy,eu,kinship,0.290676775856,28
20332,hy,eu,law,-0.03920384984,2
20333,hy,eu,motion,0.195664178103,63
20334,hy,eu,physical_world,0.348329083243,51
20335,hy,eu,posession,0.16778619651,41
20336,hy,eu,quantity,0.498225326606,41
20337,hy,eu,religion_and_belief,0.487308115798,3
20338,hy,eu,sense_perception,0.286643246314,39
20339,hy,eu,social_and_political_relations,0.0424720495188,17
20340,hy,eu,spatial_relations,0.278135344351,81
20341,hy,eu,speech_and_language,0.260411011091,26
20342,hy,eu,the_house,0.086831864352,18
20343,hy,eu,time,0.549244359441,61
20344,hy,eu,warfare_and_hunting,0.170998919819,17
20345,hy,fi,agriculture_and_vegetation,0.332540675853,25
20346,hy,fi,animals,0.325197265951,36
20347,hy,fi,basic_actions_and_technology,0.0719343452887,56
20348,hy,fi,body_parts,0.221676846199,93
20349,hy,fi,clothing_and_grooming,0.198080097388,28
20350,hy,fi,cognition,0.300623193415,50
20351,hy,fi,emotion_and_values,0.105566946345,39
20352,hy,fi,food_and_drink,0.195730066765,43
20353,hy,fi,kinship,0.283424181798,27
20354,hy,fi,law,-0.073010965835,2
20355,hy,fi,motion,0.250350176192,68
20356,hy,fi,physical_world,0.256482676442,55
20357,hy,fi,posession,0.226042387602,42
20358,hy,fi,quantity,0.645491621935,42
20359,hy,fi,religion_and_belief,0.446380007437,3
20360,hy,fi,sense_perception,0.34862958403,45
20361,hy,fi,social_and_political_relations,0.106979208432,19
20362,hy,fi,spatial_relations,0.236317515916,92
20363,hy,fi,speech_and_language,0.321649025604,28
20364,hy,fi,the_house,0.196236430307,19
20365,hy,fi,time,0.498362049205,67
20366,hy,fi,warfare_and_hunting,0.164994271623,19
20367,hy,fr,agriculture_and_vegetation,0.167677041079,24
20368,hy,fr,animals,0.243166771469,36
20369,hy,fr,basic_actions_and_technology,0.284997491012,55
20370,hy,fr,body_parts,0.24077441736,92
20371,hy,fr,clothing_and_grooming,0.245304616404,28
20372,hy,fr,cognition,0.211680558537,48
20373,hy,fr,emotion_and_values,0.0960384039483,39
20374,hy,fr,food_and_drink,0.259263038246,42
20375,hy,fr,kinship,0.398702116809,25
20376,hy,fr,law,0.303929520464,2
20377,hy,fr,motion,0.106210036973,65
20378,hy,fr,physical_world,0.267296207941,55
20379,hy,fr,posession,0.187846350094,42
20380,hy,fr,quantity,0.577660526123,38
20381,hy,fr,religion_and_belief,0.264160879696,3
20382,hy,fr,sense_perception,0.43315250114,42
20383,hy,fr,social_and_political_relations,0.180107713673,21
20384,hy,fr,spatial_relations,0.273367302157,89
20385,hy,fr,speech_and_language,0.286749812996,28
20386,hy,fr,the_house,0.273933170669,19
20387,hy,fr,time,0.521922728986,66
20388,hy,fr,warfare_and_hunting,0.296307032529,18
20389,hy,ga,agriculture_and_vegetation,0.0192465434532,17
20390,hy,ga,animals,0.161157899204,29
20391,hy,ga,basic_actions_and_technology,0.177970802437,34
20392,hy,ga,body_parts,0.0568260186255,74
20393,hy,ga,clothing_and_grooming,-0.020784871868,22
20394,hy,ga,cognition,0.114405463001,43
20395,hy,ga,emotion_and_values,0.221549956298,27
20396,hy,ga,food_and_drink,0.178650952335,33
20397,hy,ga,kinship,0.0996483495672,27
20398,hy,ga,law,0.349720208009,2
20399,hy,ga,motion,0.167738283291,44
20400,hy,ga,physical_world,0.110742664722,50
20401,hy,ga,posession,0.220649514838,33
20402,hy,ga,quantity,0.322521970443,38
20403,hy,ga,religion_and_belief,0.106766125807,3
20404,hy,ga,sense_perception,0.114208528322,35
20405,hy,ga,social_and_political_relations,0.106647480237,17
20406,hy,ga,spatial_relations,0.180166327698,77
20407,hy,ga,speech_and_language,0.0917546995798,25
20408,hy,ga,the_house,0.223011983257,14
20409,hy,ga,time,0.325135949033,63
20410,hy,ga,warfare_and_hunting,0.255152345889,12
20411,hy,he,agriculture_and_vegetation,-0.0658970061341,19
20412,hy,he,animals,0.240601569609,36
20413,hy,he,basic_actions_and_technology,0.178651637511,49
20414,hy,he,body_parts,0.267689849468,82
20415,hy,he,clothing_and_grooming,0.160226649602,28
20416,hy,he,cognition,0.177853893812,46
20417,hy,he,emotion_and_values,0.128313789597,37
20418,hy,he,food_and_drink,0.189861435872,39
20419,hy,he,kinship,0.324654437876,26
20420,hy,he,law,0.16722510403,2
20421,hy,he,motion,0.29947547604,62
20422,hy,he,physical_world,0.323416671043,55
20423,hy,he,posession,0.304270894707,40
20424,hy,he,quantity,0.550328448575,39
20425,hy,he,religion_and_belief,-0.0076005881845,2
20426,hy,he,sense_perception,0.309255577977,37
20427,hy,he,social_and_political_relations,0.0136041270983,20
20428,hy,he,spatial_relations,0.181683868422,82
20429,hy,he,speech_and_language,0.130857987664,23
20430,hy,he,the_house,0.244704629681,18
20431,hy,he,time,0.470820270494,63
20432,hy,he,warfare_and_hunting,0.467767560052,17
20433,hy,hi,agriculture_and_vegetation,0.110499208529,19
20434,hy,hi,animals,0.232327705038,35
20435,hy,hi,basic_actions_and_technology,0.123381863321,50
20436,hy,hi,body_parts,0.0818900563438,91
20437,hy,hi,clothing_and_grooming,0.114652971115,25
20438,hy,hi,cognition,0.236576256007,49
20439,hy,hi,emotion_and_values,0.280901533226,36
20440,hy,hi,food_and_drink,0.22410813675,37
20441,hy,hi,kinship,0.19785838197,26
20442,hy,hi,law,0.822835057614,2
20443,hy,hi,motion,0.275576889446,68
20444,hy,hi,physical_world,0.304487199199,53
20445,hy,hi,posession,0.417145723733,40
20446,hy,hi,quantity,0.556302366216,39
20447,hy,hi,religion_and_belief,0.315859332274,3
20448,hy,hi,sense_perception,0.283533630214,41
20449,hy,hi,social_and_political_relations,0.0387213661579,19
20450,hy,hi,spatial_relations,0.268383350596,91
20451,hy,hi,speech_and_language,0.349266628861,24
20452,hy,hi,the_house,0.202912457094,18
20453,hy,hi,time,0.437719941985,65
20454,hy,hi,warfare_and_hunting,0.0957934984238,17
20455,hy,hr,agriculture_and_vegetation,0.305411553357,22
20456,hy,hr,animals,0.314080520134,36
20457,hy,hr,basic_actions_and_technology,0.166282273711,48
20458,hy,hr,body_parts,0.275675233063,84
20459,hy,hr,clothing_and_grooming,0.0850652441626,27
20460,hy,hr,cognition,0.266105430024,49
20461,hy,hr,emotion_and_values,0.102073626575,36
20462,hy,hr,food_and_drink,0.205172792594,39
20463,hy,hr,kinship,0.227312143142,28
20464,hy,hr,law,0.156911571322,2
20465,hy,hr,motion,0.194593509273,65
20466,hy,hr,physical_world,0.243664246212,55
20467,hy,hr,posession,0.191774969401,39
20468,hy,hr,quantity,0.515665077832,40
20469,hy,hr,religion_and_belief,-0.00435548783453,3
20470,hy,hr,sense_perception,0.275172603582,44
20471,hy,hr,social_and_political_relations,0.13037908682,20
20472,hy,hr,spatial_relations,0.202257197378,90
20473,hy,hr,speech_and_language,0.112267104372,26
20474,hy,hr,the_house,0.085785748029,17
20475,hy,hr,time,0.39309230124,61
20476,hy,hr,warfare_and_hunting,0.281750513395,18
20477,hy,hu,agriculture_and_vegetation,0.209379921562,25
20478,hy,hu,animals,0.283225488219,36
20479,hy,hu,basic_actions_and_technology,0.166164042667,50
20480,hy,hu,body_parts,0.225916649654,90
20481,hy,hu,clothing_and_grooming,0.263365319703,27
20482,hy,hu,cognition,0.282179456001,49
20483,hy,hu,emotion_and_values,0.163531712775,39
20484,hy,hu,food_and_drink,0.220110189488,42
20485,hy,hu,kinship,0.327854136175,28
20486,hy,hu,law,0.31536429455,2
20487,hy,hu,motion,0.127703149194,70
20488,hy,hu,physical_world,0.186760077728,57
20489,hy,hu,posession,0.227457993898,42
20490,hy,hu,quantity,0.491158566905,42
20491,hy,hu,religion_and_belief,0.299894584588,3
20492,hy,hu,sense_perception,0.319410052483,43
20493,hy,hu,social_and_political_relations,0.19785357496,20
20494,hy,hu,spatial_relations,0.293394979962,88
20495,hy,hu,speech_and_language,0.176336750083,28
20496,hy,hu,the_house,0.022798171805,19
20497,hy,hu,time,0.493144396346,66
20498,hy,hu,warfare_and_hunting,0.170015587754,19
20499,hy,is,agriculture_and_vegetation,0.150862277092,20
20500,hy,is,animals,0.110702021818,27
20501,hy,is,basic_actions_and_technology,0.0688598919151,55
20502,hy,is,body_parts,0.151744283718,81
20503,hy,is,clothing_and_grooming,0.0637102424098,23
20504,hy,is,cognition,0.242227720232,44
20505,hy,is,emotion_and_values,0.295413252236,32
20506,hy,is,food_and_drink,0.0255228386481,39
20507,hy,is,kinship,0.187613376445,27
20508,hy,is,law,0.410015079396,2
20509,hy,is,motion,0.167577328002,65
20510,hy,is,physical_world,0.139545856362,54
20511,hy,is,posession,0.114542040263,40
20512,hy,is,quantity,0.468804126342,37
20513,hy,is,religion_and_belief,0.147003571354,3
20514,hy,is,sense_perception,0.11705759571,36
20515,hy,is,social_and_political_relations,0.0298227418346,18
20516,hy,is,spatial_relations,0.293149444693,85
20517,hy,is,speech_and_language,0.310465211732,25
20518,hy,is,the_house,0.0862002004771,17
20519,hy,is,time,0.344666317718,63
20520,hy,is,warfare_and_hunting,-0.0181192917472,18
20521,hy,it,agriculture_and_vegetation,0.223505697104,24
20522,hy,it,animals,0.132101658246,31
20523,hy,it,basic_actions_and_technology,0.211767408065,46
20524,hy,it,body_parts,0.3125560942,83
20525,hy,it,clothing_and_grooming,0.285662762242,23
20526,hy,it,cognition,0.373703367943,49
20527,hy,it,emotion_and_values,0.225420775073,34
20528,hy,it,food_and_drink,0.241043759363,41
20529,hy,it,kinship,0.340181104104,27
20530,hy,it,law,-0.136674558433,2
20531,hy,it,motion,0.260881543718,70
20532,hy,it,physical_world,0.347841890619,55
20533,hy,it,posession,0.142403457617,37
20534,hy,it,quantity,0.591075966955,40
20535,hy,it,religion_and_belief,0.274133687825,3
20536,hy,it,sense_perception,0.328364280621,41
20537,hy,it,social_and_political_relations,0.0565072759449,20
20538,hy,it,spatial_relations,0.258251364774,81
20539,hy,it,speech_and_language,0.363865883405,26
20540,hy,it,the_house,0.274557140403,18
20541,hy,it,time,0.554039514281,64
20542,hy,it,warfare_and_hunting,0.329660098582,14
20543,hy,ja,agriculture_and_vegetation,0.0852018887435,24
20544,hy,ja,animals,0.207452916199,35
20545,hy,ja,basic_actions_and_technology,0.197705700825,44
20546,hy,ja,body_parts,0.0132867859536,73
20547,hy,ja,clothing_and_grooming,0.110860169657,25
20548,hy,ja,cognition,0.0663980295844,35
20549,hy,ja,emotion_and_values,0.279267517533,28
20550,hy,ja,food_and_drink,0.310357739017,33
20551,hy,ja,kinship,0.273768302276,23
20552,hy,ja,law,0.289795240943,2
20553,hy,ja,motion,0.248429725859,54
20554,hy,ja,physical_world,0.294489857149,52
20555,hy,ja,posession,0.188614292414,24
20556,hy,ja,quantity,0.566552336649,30
20557,hy,ja,religion_and_belief,0.546875351112,3
20558,hy,ja,sense_perception,0.44127421368,32
20559,hy,ja,social_and_political_relations,-0.146282245498,14
20560,hy,ja,spatial_relations,0.21451549935,57
20561,hy,ja,speech_and_language,0.437289418435,23
20562,hy,ja,the_house,0.149186010997,17
20563,hy,ja,time,0.416672785332,60
20564,hy,ja,warfare_and_hunting,0.17179786363,13
20565,hy,ka,agriculture_and_vegetation,0.273676575025,23
20566,hy,ka,animals,0.309398037325,34
20567,hy,ka,basic_actions_and_technology,0.343183613765,31
20568,hy,ka,body_parts,0.161032220318,84
20569,hy,ka,clothing_and_grooming,0.121751520086,23
20570,hy,ka,cognition,0.27106921175,42
20571,hy,ka,emotion_and_values,0.0711630155132,34
20572,hy,ka,food_and_drink,0.158261392692,36
20573,hy,ka,kinship,0.353213251025,28
20574,hy,ka,law,0.415341461632,2
20575,hy,ka,motion,0.265008500775,50
20576,hy,ka,physical_world,0.313209951365,54
20577,hy,ka,posession,0.213691542733,33
20578,hy,ka,quantity,0.609205921702,40
20579,hy,ka,religion_and_belief,0.243182767579,3
20580,hy,ka,sense_perception,0.312062108681,37
20581,hy,ka,social_and_political_relations,0.304357365249,18
20582,hy,ka,spatial_relations,0.319017407808,75
20583,hy,ka,speech_and_language,0.0688351131085,25
20584,hy,ka,the_house,0.0215258267022,18
20585,hy,ka,time,0.515130860536,64
20586,hy,ka,warfare_and_hunting,0.0993274471771,14
20587,hy,kk,agriculture_and_vegetation,0.180931359586,25
20588,hy,kk,animals,0.267385778239,35
20589,hy,kk,basic_actions_and_technology,0.169756679593,51
20590,hy,kk,body_parts,0.198872578126,85
20591,hy,kk,clothing_and_grooming,0.225683914314,28
20592,hy,kk,cognition,0.178373345208,48
20593,hy,kk,emotion_and_values,0.282190866009,35
20594,hy,kk,food_and_drink,0.227949471727,39
20595,hy,kk,kinship,0.208002332468,27
20596,hy,kk,law,-0.392613967948,1
20597,hy,kk,motion,0.306456837727,60
20598,hy,kk,physical_world,0.331210736288,51
20599,hy,kk,posession,0.234462398265,37
20600,hy,kk,quantity,0.36966677979,40
20601,hy,kk,religion_and_belief,0.227371108225,3
20602,hy,kk,sense_perception,0.276301206206,35
20603,hy,kk,social_and_political_relations,0.0903170220175,18
20604,hy,kk,spatial_relations,0.268972760927,84
20605,hy,kk,speech_and_language,0.147236561764,25
20606,hy,kk,the_house,0.160182518608,18
20607,hy,kk,time,0.507552816423,62
20608,hy,kk,warfare_and_hunting,0.189998042482,17
20609,hy,kl,animals,,0
20610,hy,kl,body_parts,-0.181218355213,1
20611,hy,kl,cognition,0.104343831998,3
20612,hy,kl,kinship,0.20530363583,1
20613,hy,kl,law,,0
20614,hy,kl,motion,0.416819559628,1
20615,hy,kl,physical_world,,0
20616,hy,kl,quantity,0.334758838591,9
20617,hy,kl,religion_and_belief,,0
20618,hy,kl,sense_perception,,0
20619,hy,kl,social_and_political_relations,0.900116628421,3
20620,hy,kl,spatial_relations,0.0295282540672,5
20621,hy,kl,speech_and_language,-0.382872491021,1
20622,hy,kl,the_house,,0
20623,hy,kl,time,0.259280080662,19
20624,hy,kl,warfare_and_hunting,,0
20625,hy,kn,agriculture_and_vegetation,0.0601020934039,18
20626,hy,kn,animals,0.260738612976,30
20627,hy,kn,basic_actions_and_technology,0.218247418468,38
20628,hy,kn,body_parts,0.115611580874,76
20629,hy,kn,clothing_and_grooming,0.197282875157,22
20630,hy,kn,cognition,0.109149550484,31
20631,hy,kn,emotion_and_values,0.0752376473144,29
20632,hy,kn,food_and_drink,0.210407274387,31
20633,hy,kn,kinship,0.185958355827,25
20634,hy,kn,law,0.675443044392,2
20635,hy,kn,motion,0.0573231972133,42
20636,hy,kn,physical_world,0.229178195077,48
20637,hy,kn,posession,0.143760840239,24
20638,hy,kn,quantity,0.494830817905,36
20639,hy,kn,religion_and_belief,0.22928809811,3
20640,hy,kn,sense_perception,-0.00761076716515,34
20641,hy,kn,social_and_political_relations,0.179635997448,13
20642,hy,kn,spatial_relations,0.456998927138,63
20643,hy,kn,speech_and_language,0.182376783007,19
20644,hy,kn,the_house,-0.00210733531756,16
20645,hy,kn,time,0.387766343735,42
20646,hy,kn,warfare_and_hunting,0.3258001743,13
20647,hy,ko,agriculture_and_vegetation,0.260751439268,20
20648,hy,ko,animals,0.0759394741667,30
20649,hy,ko,basic_actions_and_technology,0.078771479328,35
20650,hy,ko,body_parts,0.156081900264,68
20651,hy,ko,clothing_and_grooming,0.154305182048,17
20652,hy,ko,cognition,0.209887283594,38
20653,hy,ko,emotion_and_values,0.277355104205,29
20654,hy,ko,food_and_drink,0.203504086509,27
20655,hy,ko,kinship,0.194740678151,23
20656,hy,ko,law,-0.102354370682,2
20657,hy,ko,motion,0.0770195461272,41
20658,hy,ko,physical_world,0.286291422228,41
20659,hy,ko,posession,0.110321798331,27
20660,hy,ko,quantity,0.459524786682,30
20661,hy,ko,religion_and_belief,0.03054216712,2
20662,hy,ko,sense_perception,0.252451099876,37
20663,hy,ko,social_and_political_relations,0.0719130138572,15
20664,hy,ko,spatial_relations,0.0781526078619,63
20665,hy,ko,speech_and_language,0.0228979937127,20
20666,hy,ko,the_house,0.289590105512,14
20667,hy,ko,time,0.427917784141,47
20668,hy,ko,warfare_and_hunting,0.210246968916,15
20669,hy,la,agriculture_and_vegetation,-0.0557199302426,21
20670,hy,la,animals,0.108760677771,33
20671,hy,la,basic_actions_and_technology,0.109167238349,43
20672,hy,la,body_parts,0.0597291511784,81
20673,hy,la,clothing_and_grooming,0.0986109186156,20
20674,hy,la,cognition,0.17131269586,47
20675,hy,la,emotion_and_values,0.182660016537,32
20676,hy,la,food_and_drink,0.144301332551,32
20677,hy,la,kinship,0.193983538552,27
20678,hy,la,law,0.776112322785,1
20679,hy,la,motion,0.0686961006627,56
20680,hy,la,physical_world,0.0770347784579,50
20681,hy,la,posession,0.0932234246163,37
20682,hy,la,quantity,0.611676319948,38
20683,hy,la,religion_and_belief,0.378443382089,3
20684,hy,la,sense_perception,0.247424377732,39
20685,hy,la,social_and_political_relations,0.112055359488,17
20686,hy,la,spatial_relations,0.141979737571,84
20687,hy,la,speech_and_language,0.0216172941123,25
20688,hy,la,the_house,-0.170504086608,16
20689,hy,la,time,0.414300405574,61
20690,hy,la,warfare_and_hunting,0.153212965706,11
20691,hy,lt,agriculture_and_vegetation,0.275052062083,25
20692,hy,lt,animals,0.235993882118,35
20693,hy,lt,basic_actions_and_technology,0.273290675043,54
20694,hy,lt,body_parts,0.169506270191,89
20695,hy,lt,clothing_and_grooming,0.0492299325106,27
20696,hy,lt,cognition,0.244661754704,51
20697,hy,lt,emotion_and_values,0.170054801197,38
20698,hy,lt,food_and_drink,0.262874230821,41
20699,hy,lt,kinship,0.360526425302,27
20700,hy,lt,law,0.336313971526,2
20701,hy,lt,motion,0.218536030882,68
20702,hy,lt,physical_world,0.298094229252,55
20703,hy,lt,posession,0.287948283652,42
20704,hy,lt,quantity,0.613860297469,40
20705,hy,lt,religion_and_belief,0.172280705567,3
20706,hy,lt,sense_perception,0.360642540827,43
20707,hy,lt,social_and_political_relations,0.0249919574421,20
20708,hy,lt,spatial_relations,0.284535697756,89
20709,hy,lt,speech_and_language,0.111807430172,27
20710,hy,lt,the_house,0.185325205372,18
20711,hy,lt,time,0.402760680272,64
20712,hy,lt,warfare_and_hunting,0.295865248272,18
20713,hy,lv,agriculture_and_vegetation,0.17486518288,24
20714,hy,lv,animals,0.267049519083,36
20715,hy,lv,basic_actions_and_technology,0.107298757072,48
20716,hy,lv,body_parts,0.220683803776,85
20717,hy,lv,clothing_and_grooming,0.0501207908692,23
20718,hy,lv,cognition,0.130331611858,45
20719,hy,lv,emotion_and_values,0.201606233921,32
20720,hy,lv,food_and_drink,0.280896885622,38
20721,hy,lv,kinship,0.248635492029,25
20722,hy,lv,law,0.613593481094,2
20723,hy,lv,motion,0.173896658667,59
20724,hy,lv,physical_world,0.313377764332,54
20725,hy,lv,posession,0.279857440757,40
20726,hy,lv,quantity,0.498111622694,41
20727,hy,lv,religion_and_belief,-0.047757950042,3
20728,hy,lv,sense_perception,0.322426189235,41
20729,hy,lv,social_and_political_relations,0.151262924233,21
20730,hy,lv,spatial_relations,0.180561892644,82
20731,hy,lv,speech_and_language,0.118972692171,27
20732,hy,lv,the_house,0.388157546121,16
20733,hy,lv,time,0.543699091698,63
20734,hy,lv,warfare_and_hunting,0.109903845309,14
20735,hy,ml,agriculture_and_vegetation,0.252841574191,21
20736,hy,ml,animals,0.197997578511,32
20737,hy,ml,basic_actions_and_technology,0.0794432462913,39
20738,hy,ml,body_parts,0.0846678687483,76
20739,hy,ml,clothing_and_grooming,0.126860544861,19
20740,hy,ml,cognition,0.228336500902,37
20741,hy,ml,emotion_and_values,0.220487654527,24
20742,hy,ml,food_and_drink,0.179927325607,33
20743,hy,ml,kinship,0.309691533283,24
20744,hy,ml,law,0.167668188101,2
20745,hy,ml,motion,0.112747627509,47
20746,hy,ml,physical_world,0.237258660672,46
20747,hy,ml,posession,-0.0511350137313,34
20748,hy,ml,quantity,0.516793387449,39
20749,hy,ml,religion_and_belief,0.007344553553,2
20750,hy,ml,sense_perception,0.241845863163,34
20751,hy,ml,social_and_political_relations,0.0629058781849,13
20752,hy,ml,spatial_relations,0.136577180578,72
20753,hy,ml,speech_and_language,0.28627830134,22
20754,hy,ml,the_house,0.2206274425,15
20755,hy,ml,time,0.393019954675,58
20756,hy,ml,warfare_and_hunting,0.138581503593,14
20757,hy,nl,agriculture_and_vegetation,0.241113608111,25
20758,hy,nl,animals,0.110937428262,36
20759,hy,nl,basic_actions_and_technology,0.230032813592,52
20760,hy,nl,body_parts,0.284071599696,92
20761,hy,nl,clothing_and_grooming,0.317653736581,28
20762,hy,nl,cognition,0.343986537254,49
20763,hy,nl,emotion_and_values,0.214003861057,37
20764,hy,nl,food_and_drink,0.274700294329,42
20765,hy,nl,kinship,0.370467086388,28
20766,hy,nl,law,0.524423908997,2
20767,hy,nl,motion,0.192226074085,70
20768,hy,nl,physical_world,0.343544932362,55
20769,hy,nl,posession,0.319959894418,41
20770,hy,nl,quantity,0.531781734878,42
20771,hy,nl,religion_and_belief,0.335766156239,3
20772,hy,nl,sense_perception,0.401391079615,45
20773,hy,nl,social_and_political_relations,0.16697778442,21
20774,hy,nl,spatial_relations,0.23515909428,91
20775,hy,nl,speech_and_language,0.397278281476,28
20776,hy,nl,the_house,0.25396785661,19
20777,hy,nl,time,0.48691802931,67
20778,hy,nl,warfare_and_hunting,0.261605808683,18
20779,hy,no,agriculture_and_vegetation,0.142856400631,23
20780,hy,no,animals,0.288678971063,34
20781,hy,no,basic_actions_and_technology,0.149470983648,55
20782,hy,no,body_parts,0.214862338612,91
20783,hy,no,clothing_and_grooming,0.205362719075,26
20784,hy,no,cognition,0.23445008674,51
20785,hy,no,emotion_and_values,0.191061407593,38
20786,hy,no,food_and_drink,0.206635787566,40
20787,hy,no,kinship,0.318842506549,27
20788,hy,no,law,0.678339669803,2
20789,hy,no,motion,0.156803542421,66
20790,hy,no,physical_world,0.330057809849,56
20791,hy,no,posession,0.294173664747,38
20792,hy,no,quantity,0.559225172246,40
20793,hy,no,religion_and_belief,0.52798149154,3
20794,hy,no,sense_perception,0.370243600475,45
20795,hy,no,social_and_political_relations,0.0176868144988,21
20796,hy,no,spatial_relations,0.314500023661,87
20797,hy,no,speech_and_language,0.297288692104,28
20798,hy,no,the_house,0.15242096847,18
20799,hy,no,time,0.466440568771,68
