"Var1","Var2","value","semantic_domain"
"Kikuyu","Irish",0.92,"Religion and belief"
"Luganda","Irish",0.823333333333333,"Religion and belief"
"Kinyarwanda","Irish",0.48,"Religion and belief"
"Kirundi","Irish",0.463333333333333,"Religion and belief"
"Igbo","Irish",0.803333333333333,"Religion and belief"
"Bambara","Irish",0.816666666666667,"Religion and belief"
"Amharic","Irish",0.49,"Religion and belief"
"Kanuri","Irish",0.583333333333334,"Religion and belief"
"Wolof","Irish",0.656666666666667,"Religion and belief"
"Egyptian Arabic","Irish",0.463333333333333,"Religion and belief"
"Kabyle","Irish",0.536666666666667,"Religion and belief"
"Neapolitan","Irish",0.45,"Religion and belief"
"Spanish","Irish",0.126666666666667,"Religion and belief"
"English","Irish",0.376666666666667,"Religion and belief"
"French","Irish",0.23,"Religion and belief"
"Dutch","Irish",0.43,"Religion and belief"
"Icelandic","Irish",0.41,"Religion and belief"
"Irish","Irish",0,"Religion and belief"
"Serbian","Irish",0.283333333333333,"Religion and belief"
"Russian","Irish",0.393333333333333,"Religion and belief"
"Bashkir","Irish",0.413333333333333,"Religion and belief"
"Chuvash","Irish",0.413333333333333,"Religion and belief"
"Erzya","Irish",0.426666666666667,"Religion and belief"
"Estonian","Irish",0.426666666666667,"Religion and belief"
"Gagauz","Irish",0.386666666666667,"Religion and belief"
"Latvian","Irish",0.226666666666667,"Religion and belief"
"Vepsian","Irish",0.386666666666667,"Religion and belief"
"Czech","Irish",0.316666666666667,"Religion and belief"
"Bulgarian","Irish",0.303333333333333,"Religion and belief"
"Lithuanian","Irish",0.276666666666667,"Religion and belief"
"Kalmyk","Irish",0.54,"Religion and belief"
"Armenian","Irish",0.28,"Religion and belief"
"Kurdish (Sorani)","Irish",0.456666666666667,"Religion and belief"
"Abkhazian","Irish",0.363333333333333,"Religion and belief"
"Turkish","Irish",0.45,"Religion and belief"
"Hebrew","Irish",0.463333333333333,"Religion and belief"
"Eastern Punjabi","Irish",0.243333333333333,"Religion and belief"
"Kazakh","Irish",0.793333333333334,"Religion and belief"
"Sakha","Irish",0.62,"Religion and belief"
"Korean","Irish",0.59,"Religion and belief"
"Nuosu","Irish",0.63,"Religion and belief"
"Japanese","Irish",0.413333333333333,"Religion and belief"
"Tibetan","Irish",0.536666666666667,"Religion and belief"
"Bengali","Irish",0.603333333333334,"Religion and belief"
"Kashmiri","Irish",0.63,"Religion and belief"
"Telugu","Irish",0.606666666666667,"Religion and belief"
"Tamil","Irish",0.47,"Religion and belief"
"Malayalam","Irish",0.543333333333333,"Religion and belief"
"Burmese","Irish",0.603333333333334,"Religion and belief"
"Vietnamese","Irish",0.49,"Religion and belief"
"Khmer","Irish",0.446666666666667,"Religion and belief"
"Malay","Irish",0.456666666666667,"Religion and belief"
"Thai","Irish",0.58,"Religion and belief"
"Cebuano","Irish",0.376666666666667,"Religion and belief"
"Banyumasan","Irish",0.63,"Religion and belief"
"Minangkabau","Irish",0.736666666666667,"Religion and belief"
"Chamorro","Irish",0.246666666666667,"Religion and belief"
"Samoan","Irish",0.823333333333333,"Religion and belief"
"Tongan","Irish",0.796666666666667,"Religion and belief"
"Maori","Irish",0.663333333333334,"Religion and belief"
"Hawaiian","Irish",0.826666666666667,"Religion and belief"
"Inupiak","Irish",0.58,"Religion and belief"
"Cheyenne","Irish",0.48,"Religion and belief"
"Choctaw","Irish",0.423333333333333,"Religion and belief"
"Muscogee","Irish",0.68,"Religion and belief"
"Cherokee","Irish",0.613333333333334,"Religion and belief"
"Navajo","Irish",0.63,"Religion and belief"
"Haitian","Irish",0.496666666666667,"Religion and belief"
"Aymara","Irish",0.413333333333333,"Religion and belief"
"Guarani","Irish",0.43,"Religion and belief"
"Herero","Serbian",0.886666666666667,"Religion and belief"
"Zulu","Serbian",0.773333333333334,"Religion and belief"
"Tswana","Serbian",0.776666666666667,"Religion and belief"
"Ndonga","Serbian",0.94,"Religion and belief"
"Swati","Serbian",0.936666666666667,"Religion and belief"
"Tsonga","Serbian",0.86,"Religion and belief"
"Venda","Serbian",0.993333333333333,"Religion and belief"
"Kongo","Serbian",0.96,"Religion and belief"
"Kikuyu","Serbian",0.893333333333334,"Religion and belief"
"Luganda","Serbian",0.83,"Religion and belief"
"Kinyarwanda","Serbian",0.493333333333333,"Religion and belief"
"Kirundi","Serbian",0.436666666666666,"Religion and belief"
"Igbo","Serbian",0.813333333333333,"Religion and belief"
"Bambara","Serbian",0.83,"Religion and belief"
"Amharic","Serbian",0.496666666666667,"Religion and belief"
"Kanuri","Serbian",0.566666666666667,"Religion and belief"
"Wolof","Serbian",0.663333333333334,"Religion and belief"
"Egyptian Arabic","Serbian",0.436666666666666,"Religion and belief"
"Kabyle","Serbian",0.523333333333333,"Religion and belief"
"Neapolitan","Serbian",0.45,"Religion and belief"
"Spanish","Serbian",0.29,"Religion and belief"
"English","Serbian",0.423333333333333,"Religion and belief"
"French","Serbian",0.266666666666667,"Religion and belief"
"Dutch","Serbian",0.41,"Religion and belief"
"Icelandic","Serbian",0.25,"Religion and belief"
"Irish","Serbian",0.283333333333333,"Religion and belief"
"Serbian","Serbian",0,"Religion and belief"
"Russian","Serbian",0.416666666666667,"Religion and belief"
"Bashkir","Serbian",0.443333333333333,"Religion and belief"
"Chuvash","Serbian",0.43,"Religion and belief"
"Erzya","Serbian",0.45,"Religion and belief"
"Estonian","Serbian",0.403333333333333,"Religion and belief"
"Gagauz","Serbian",0.373333333333333,"Religion and belief"
"Latvian","Serbian",0.263333333333333,"Religion and belief"
"Vepsian","Serbian",0.41,"Religion and belief"
"Czech","Serbian",0.32,"Religion and belief"
"Bulgarian","Serbian",0.166666666666667,"Religion and belief"
"Lithuanian","Serbian",0.293333333333333,"Religion and belief"
"Kalmyk","Serbian",0.556666666666667,"Religion and belief"
"Armenian","Serbian",0.446666666666667,"Religion and belief"
"Kurdish (Sorani)","Serbian",0.436666666666666,"Religion and belief"
"Abkhazian","Serbian",0.396666666666667,"Religion and belief"
"Turkish","Serbian",0.433333333333333,"Religion and belief"
"Hebrew","Serbian",0.436666666666666,"Religion and belief"
"Eastern Punjabi","Serbian",0.273333333333333,"Religion and belief"
"Kazakh","Serbian",0.783333333333333,"Religion and belief"
"Sakha","Serbian",0.636666666666667,"Religion and belief"
"Korean","Serbian",0.613333333333334,"Religion and belief"
"Nuosu","Serbian",0.6,"Religion and belief"
"Japanese","Serbian",0.443333333333333,"Religion and belief"
"Tibetan","Serbian",0.533333333333333,"Religion and belief"
"Bengali","Serbian",0.596666666666667,"Religion and belief"
"Kashmiri","Serbian",0.436666666666666,"Religion and belief"
"Telugu","Serbian",0.62,"Religion and belief"
"Tamil","Serbian",0.443333333333333,"Religion and belief"
"Malayalam","Serbian",0.556666666666667,"Religion and belief"
"Burmese","Serbian",0.596666666666667,"Religion and belief"
"Vietnamese","Serbian",0.496666666666667,"Religion and belief"
"Khmer","Serbian",0.446666666666666,"Religion and belief"
"Malay","Serbian",0.43,"Religion and belief"
"Thai","Serbian",0.61,"Religion and belief"
"Cebuano","Serbian",0.35,"Religion and belief"
"Banyumasan","Serbian",0.603333333333334,"Religion and belief"
"Minangkabau","Serbian",0.75,"Religion and belief"
"Chamorro","Serbian",0.11,"Religion and belief"
"Samoan","Serbian",0.83,"Religion and belief"
"Tongan","Serbian",0.77,"Religion and belief"
"Maori","Serbian",0.66,"Religion and belief"
"Hawaiian","Serbian",0.8,"Religion and belief"
"Inupiak","Serbian",0.443333333333333,"Religion and belief"
"Cheyenne","Serbian",0.326666666666667,"Religion and belief"
"Choctaw","Serbian",0.58,"Religion and belief"
"Muscogee","Serbian",0.486666666666667,"Religion and belief"
"Cherokee","Serbian",0.616666666666667,"Religion and belief"
"Navajo","Serbian",0.603333333333334,"Religion and belief"
"Haitian","Serbian",0.493333333333333,"Religion and belief"
"Aymara","Serbian",0.443333333333333,"Religion and belief"
"Guarani","Serbian",0.6,"Religion and belief"
"Herero","Russian",0.88,"Religion and belief"
"Zulu","Russian",0.76,"Religion and belief"
"Tswana","Russian",0.553333333333333,"Religion and belief"
"Ndonga","Russian",0.913333333333334,"Religion and belief"
"Swati","Russian",0.92,"Religion and belief"
"Tsonga","Russian",0.816666666666667,"Religion and belief"
"Venda","Russian",0.946666666666667,"Religion and belief"
"Kongo","Russian",0.933333333333334,"Religion and belief"
"Kikuyu","Russian",0.903333333333333,"Religion and belief"
"Luganda","Russian",0.62,"Religion and belief"
"Kinyarwanda","Russian",0.636666666666667,"Religion and belief"
"Kirundi","Russian",0.626666666666667,"Religion and belief"
"Igbo","Russian",0.63,"Religion and belief"
"Bambara","Russian",0.83,"Religion and belief"
"Amharic","Russian",0.62,"Religion and belief"
"Kanuri","Russian",0.626666666666667,"Religion and belief"
"Wolof","Russian",0.453333333333333,"Religion and belief"
"Egyptian Arabic","Russian",0.623333333333334,"Religion and belief"
"Kabyle","Russian",0.546666666666667,"Religion and belief"
"Neapolitan","Russian",0.29,"Religion and belief"
"Spanish","Russian",0.416666666666667,"Religion and belief"
"English","Russian",0.2,"Religion and belief"
"French","Russian",0.41,"Religion and belief"
"Dutch","Russian",0.43,"Religion and belief"
"Icelandic","Russian",0.383333333333333,"Religion and belief"
"Irish","Russian",0.393333333333333,"Religion and belief"
"Serbian","Russian",0.416666666666667,"Religion and belief"
"Russian","Russian",0,"Religion and belief"
"Bashkir","Russian",0.59,"Religion and belief"
"Chuvash","Russian",0.243333333333333,"Religion and belief"
"Erzya","Russian",0.413333333333333,"Religion and belief"
"Estonian","Russian",0.573333333333333,"Religion and belief"
"Gagauz","Russian",0.373333333333333,"Religion and belief"
"Latvian","Russian",0.4,"Religion and belief"
"Vepsian","Russian",0.37,"Religion and belief"
"Czech","Russian",0.363333333333333,"Religion and belief"
"Bulgarian","Russian",0.356666666666667,"Religion and belief"
"Lithuanian","Russian",0.37,"Religion and belief"
"Kalmyk","Russian",0.5,"Religion and belief"
"Armenian","Russian",0.41,"Religion and belief"
"Kurdish (Sorani)","Russian",0.596666666666667,"Religion and belief"
"Abkhazian","Russian",0.556666666666667,"Religion and belief"
"Turkish","Russian",0.583333333333333,"Religion and belief"
"Hebrew","Russian",0.623333333333334,"Religion and belief"
"Eastern Punjabi","Russian",0.413333333333333,"Religion and belief"
"Kazakh","Russian",0.593333333333333,"Religion and belief"
"Sakha","Russian",0.63,"Religion and belief"
"Korean","Russian",0.426666666666667,"Religion and belief"
"Nuosu","Russian",0.6,"Religion and belief"
"Japanese","Russian",0.53,"Religion and belief"
"Tibetan","Russian",0.57,"Religion and belief"
"Bengali","Russian",0.593333333333333,"Religion and belief"
"Kashmiri","Russian",0.616666666666667,"Religion and belief"
"Telugu","Russian",0.413333333333333,"Religion and belief"
"Tamil","Russian",0.45,"Religion and belief"
"Malayalam","Russian",0.566666666666667,"Religion and belief"
"Burmese","Russian",0.423333333333333,"Religion and belief"
"Vietnamese","Russian",0.65,"Religion and belief"
"Khmer","Russian",0.586666666666667,"Religion and belief"
"Malay","Russian",0.62,"Religion and belief"
"Thai","Russian",0.393333333333333,"Religion and belief"
"Cebuano","Russian",0.376666666666667,"Religion and belief"
"Banyumasan","Russian",0.79,"Religion and belief"
"Minangkabau","Russian",0.79,"Religion and belief"
"Chamorro","Russian",0.386666666666667,"Religion and belief"
"Samoan","Russian",0.786666666666667,"Religion and belief"
"Tongan","Russian",0.593333333333334,"Religion and belief"
"Maori","Russian",0.646666666666667,"Religion and belief"
"Hawaiian","Russian",0.77,"Religion and belief"
"Inupiak","Russian",0.553333333333333,"Religion and belief"
"Cheyenne","Russian",0.636666666666667,"Religion and belief"
"Choctaw","Russian",0.526666666666667,"Religion and belief"
"Muscogee","Russian",0.666666666666667,"Religion and belief"
"Cherokee","Russian",0.616666666666667,"Religion and belief"
"Navajo","Russian",0.456666666666667,"Religion and belief"
"Haitian","Russian",0.306666666666667,"Religion and belief"
"Aymara","Russian",0.396666666666667,"Religion and belief"
"Guarani","Russian",0.543333333333333,"Religion and belief"
"Herero","Bashkir",0.693333333333333,"Religion and belief"
"Zulu","Bashkir",0.903333333333333,"Religion and belief"
"Tswana","Bashkir",0.72,"Religion and belief"
"Ndonga","Bashkir",0.91,"Religion and belief"
"Swati","Bashkir",0.89,"Religion and belief"
"Tsonga","Bashkir",0.816666666666666,"Religion and belief"
"Venda","Bashkir",0.956666666666667,"Religion and belief"
"Kongo","Bashkir",0.936666666666667,"Religion and belief"
"Kikuyu","Bashkir",0.903333333333334,"Religion and belief"
"Luganda","Bashkir",0.943333333333334,"Religion and belief"
"Kinyarwanda","Bashkir",0.65,"Religion and belief"
"Kirundi","Bashkir",0.636666666666667,"Religion and belief"
"Igbo","Bashkir",0.803333333333333,"Religion and belief"
"Bambara","Bashkir",0.816666666666667,"Religion and belief"
"Amharic","Bashkir",0.47,"Religion and belief"
"Kanuri","Bashkir",0.62,"Religion and belief"
"Wolof","Bashkir",0.636666666666667,"Religion and belief"
"Egyptian Arabic","Bashkir",0.453333333333333,"Religion and belief"
"Kabyle","Bashkir",0.36,"Religion and belief"
"Neapolitan","Bashkir",0.65,"Religion and belief"
"Spanish","Bashkir",0.433333333333333,"Religion and belief"
"English","Bashkir",0.57,"Religion and belief"
"French","Bashkir",0.416666666666667,"Religion and belief"
"Dutch","Bashkir",0.623333333333334,"Religion and belief"
"Icelandic","Bashkir",0.566666666666667,"Religion and belief"
"Irish","Bashkir",0.413333333333333,"Religion and belief"
"Serbian","Bashkir",0.443333333333333,"Religion and belief"
"Russian","Bashkir",0.59,"Religion and belief"
"Bashkir","Bashkir",0,"Religion and belief"
"Chuvash","Bashkir",0.62,"Religion and belief"
"Erzya","Bashkir",0.606666666666667,"Religion and belief"
"Estonian","Bashkir",0.573333333333333,"Religion and belief"
"Gagauz","Bashkir",0.57,"Religion and belief"
"Latvian","Bashkir",0.43,"Religion and belief"
"Vepsian","Bashkir",0.576666666666667,"Religion and belief"
"Czech","Bashkir",0.513333333333333,"Religion and belief"
"Bulgarian","Bashkir",0.463333333333333,"Religion and belief"
"Lithuanian","Bashkir",0.51,"Religion and belief"
"Kalmyk","Bashkir",0.7,"Religion and belief"
"Armenian","Bashkir",0.596666666666667,"Religion and belief"
"Kurdish (Sorani)","Bashkir",0.473333333333333,"Religion and belief"
"Abkhazian","Bashkir",0.48,"Religion and belief"
"Turkish","Bashkir",0.286666666666667,"Religion and belief"
"Hebrew","Bashkir",0.453333333333333,"Religion and belief"
"Eastern Punjabi","Bashkir",0.45,"Religion and belief"
"Kazakh","Bashkir",0.756666666666667,"Religion and belief"
"Sakha","Bashkir",0.78,"Religion and belief"
"Korean","Bashkir",0.79,"Religion and belief"
"Nuosu","Bashkir",0.763333333333333,"Religion and belief"
"Japanese","Bashkir",0.566666666666667,"Religion and belief"
"Tibetan","Bashkir",0.69,"Religion and belief"
"Bengali","Bashkir",0.743333333333333,"Religion and belief"
"Kashmiri","Bashkir",0.616666666666667,"Religion and belief"
"Telugu","Bashkir",0.78,"Religion and belief"
"Tamil","Bashkir",0.62,"Religion and belief"
"Malayalam","Bashkir",0.703333333333334,"Religion and belief"
"Burmese","Bashkir",0.776666666666667,"Religion and belief"
"Vietnamese","Bashkir",0.646666666666667,"Religion and belief"
"Khmer","Bashkir",0.62,"Religion and belief"
"Malay","Bashkir",0.286666666666667,"Religion and belief"
"Thai","Bashkir",0.743333333333333,"Religion and belief"
"Cebuano","Bashkir",0.55,"Religion and belief"
"Banyumasan","Bashkir",0.62,"Religion and belief"
"Minangkabau","Bashkir",0.56,"Religion and belief"
"Chamorro","Bashkir",0.406666666666667,"Religion and belief"
"Samoan","Bashkir",0.803333333333333,"Religion and belief"
"Tongan","Bashkir",0.776666666666667,"Religion and belief"
"Maori","Bashkir",0.823333333333333,"Religion and belief"
"Hawaiian","Bashkir",0.83,"Religion and belief"
"Inupiak","Bashkir",0.74,"Religion and belief"
"Cheyenne","Bashkir",0.646666666666667,"Religion and belief"
"Choctaw","Bashkir",0.73,"Religion and belief"
"Muscogee","Bashkir",0.826666666666667,"Religion and belief"
"Cherokee","Bashkir",0.776666666666667,"Religion and belief"
"Navajo","Bashkir",0.786666666666667,"Religion and belief"
"Haitian","Bashkir",0.656666666666667,"Religion and belief"
"Aymara","Bashkir",0.593333333333333,"Religion and belief"
"Guarani","Bashkir",0.73,"Religion and belief"
"Herero","Chuvash",0.883333333333334,"Religion and belief"
"Zulu","Chuvash",0.72,"Religion and belief"
"Tswana","Chuvash",0.576666666666667,"Religion and belief"
"Ndonga","Chuvash",0.94,"Religion and belief"
"Swati","Chuvash",0.946666666666667,"Religion and belief"
"Tsonga","Chuvash",0.836666666666667,"Religion and belief"
"Venda","Chuvash",0.983333333333333,"Religion and belief"
"Kongo","Chuvash",0.973333333333334,"Religion and belief"
"Kikuyu","Chuvash",0.896666666666667,"Religion and belief"
"Luganda","Chuvash",0.64,"Religion and belief"
"Kinyarwanda","Chuvash",0.646666666666667,"Religion and belief"
"Kirundi","Chuvash",0.616666666666667,"Religion and belief"
"Igbo","Chuvash",0.62,"Religion and belief"
"Bambara","Chuvash",0.84,"Religion and belief"
"Amharic","Chuvash",0.64,"Religion and belief"
"Kanuri","Chuvash",0.586666666666667,"Religion and belief"
"Wolof","Chuvash",0.473333333333333,"Religion and belief"
"Egyptian Arabic","Chuvash",0.603333333333334,"Religion and belief"
"Kabyle","Chuvash",0.596666666666667,"Religion and belief"
"Neapolitan","Chuvash",0.296666666666667,"Religion and belief"
"Spanish","Chuvash",0.426666666666667,"Religion and belief"
"English","Chuvash",0.22,"Religion and belief"
"French","Chuvash",0.413333333333333,"Religion and belief"
"Dutch","Chuvash",0.423333333333333,"Religion and belief"
"Icelandic","Chuvash",0.39,"Religion and belief"
"Irish","Chuvash",0.413333333333333,"Religion and belief"
"Serbian","Chuvash",0.43,"Religion and belief"
"Russian","Chuvash",0.243333333333333,"Religion and belief"
"Bashkir","Chuvash",0.62,"Religion and belief"
"Chuvash","Chuvash",0,"Religion and belief"
"Erzya","Chuvash",0.443333333333333,"Religion and belief"
"Estonian","Chuvash",0.58,"Religion and belief"
"Gagauz","Chuvash",0.386666666666667,"Religion and belief"
"Latvian","Chuvash",0.39,"Religion and belief"
"Vepsian","Chuvash",0.386666666666667,"Religion and belief"
"Czech","Chuvash",0.366666666666667,"Religion and belief"
"Bulgarian","Chuvash",0.363333333333333,"Religion and belief"
"Lithuanian","Chuvash",0.376666666666667,"Religion and belief"
"Kalmyk","Chuvash",0.503333333333333,"Religion and belief"
"Armenian","Chuvash",0.43,"Religion and belief"
"Kurdish (Sorani)","Chuvash",0.593333333333334,"Religion and belief"
"Abkhazian","Chuvash",0.563333333333333,"Religion and belief"
"Turkish","Chuvash",0.593333333333334,"Religion and belief"
"Hebrew","Chuvash",0.603333333333334,"Religion and belief"
"Eastern Punjabi","Chuvash",0.44,"Religion and belief"
"Kazakh","Chuvash",0.62,"Religion and belief"
"Sakha","Chuvash",0.593333333333333,"Religion and belief"
"Korean","Chuvash",0.433333333333333,"Religion and belief"
"Nuosu","Chuvash",0.62,"Religion and belief"
"Japanese","Chuvash",0.58,"Religion and belief"
"Tibetan","Chuvash",0.583333333333334,"Religion and belief"
"Bengali","Chuvash",0.63,"Religion and belief"
"Kashmiri","Chuvash",0.6,"Religion and belief"
"Telugu","Chuvash",0.473333333333333,"Religion and belief"
"Tamil","Chuvash",0.49,"Religion and belief"
"Malayalam","Chuvash",0.606666666666667,"Religion and belief"
"Burmese","Chuvash",0.426666666666667,"Religion and belief"
"Vietnamese","Chuvash",0.623333333333334,"Religion and belief"
"Khmer","Chuvash",0.596666666666667,"Religion and belief"
"Malay","Chuvash",0.606666666666667,"Religion and belief"
"Thai","Chuvash",0.396666666666667,"Religion and belief"
"Cebuano","Chuvash",0.37,"Religion and belief"
"Banyumasan","Chuvash",0.77,"Religion and belief"
"Minangkabau","Chuvash",0.776666666666667,"Religion and belief"
"Chamorro","Chuvash",0.393333333333333,"Religion and belief"
"Samoan","Chuvash",0.806666666666667,"Religion and belief"
"Tongan","Chuvash",0.62,"Religion and belief"
"Maori","Chuvash",0.64,"Religion and belief"
"Hawaiian","Chuvash",0.793333333333333,"Religion and belief"
"Inupiak","Chuvash",0.56,"Religion and belief"
"Cheyenne","Chuvash",0.63,"Religion and belief"
"Choctaw","Chuvash",0.516666666666667,"Religion and belief"
"Muscogee","Chuvash",0.65,"Religion and belief"
"Cherokee","Chuvash",0.606666666666667,"Religion and belief"
"Navajo","Chuvash",0.436666666666667,"Religion and belief"
"Haitian","Chuvash",0.32,"Religion and belief"
"Aymara","Chuvash",0.41,"Religion and belief"
"Guarani","Chuvash",0.54,"Religion and belief"
"Herero","Erzya",0.9,"Religion and belief"
"Zulu","Erzya",0.743333333333334,"Religion and belief"
"Tswana","Erzya",0.723333333333333,"Religion and belief"
"Ndonga","Erzya",0.883333333333333,"Religion and belief"
"Swati","Erzya",0.896666666666667,"Religion and belief"
"Tsonga","Erzya",0.793333333333333,"Religion and belief"
"Venda","Erzya",0.786666666666667,"Religion and belief"
"Kongo","Erzya",0.923333333333333,"Religion and belief"
"Kikuyu","Erzya",0.953333333333333,"Religion and belief"
"Luganda","Erzya",0.753333333333333,"Religion and belief"
"Kinyarwanda","Erzya",0.656666666666667,"Religion and belief"
"Kirundi","Erzya",0.646666666666667,"Religion and belief"
"Igbo","Erzya",0.776666666666667,"Religion and belief"
"Bambara","Erzya",0.803333333333333,"Religion and belief"
"Amharic","Erzya",0.61,"Religion and belief"
"Kanuri","Erzya",0.616666666666667,"Religion and belief"
"Wolof","Erzya",0.61,"Religion and belief"
"Egyptian Arabic","Erzya",0.633333333333334,"Religion and belief"
"Kabyle","Erzya",0.596666666666667,"Religion and belief"
"Neapolitan","Erzya",0.48,"Religion and belief"
"Spanish","Erzya",0.456666666666667,"Religion and belief"
"English","Erzya",0.4,"Religion and belief"
"French","Erzya",0.43,"Religion and belief"
"Dutch","Erzya",0.463333333333333,"Religion and belief"
"Icelandic","Erzya",0.43,"Religion and belief"
"Irish","Erzya",0.426666666666667,"Religion and belief"
"Serbian","Erzya",0.45,"Religion and belief"
"Russian","Erzya",0.413333333333333,"Religion and belief"
"Bashkir","Erzya",0.606666666666667,"Religion and belief"
"Chuvash","Erzya",0.443333333333333,"Religion and belief"
"Erzya","Erzya",0,"Religion and belief"
"Estonian","Erzya",0.596666666666667,"Religion and belief"
"Gagauz","Erzya",0.376666666666667,"Religion and belief"
"Latvian","Erzya",0.423333333333333,"Religion and belief"
"Vepsian","Erzya",0.233333333333333,"Religion and belief"
"Czech","Erzya",0.436666666666667,"Religion and belief"
"Bulgarian","Erzya",0.403333333333333,"Religion and belief"
"Lithuanian","Erzya",0.44,"Religion and belief"
"Kalmyk","Erzya",0.566666666666667,"Religion and belief"
"Armenian","Erzya",0.446666666666667,"Religion and belief"
"Kurdish (Sorani)","Erzya",0.65,"Religion and belief"
"Abkhazian","Erzya",0.563333333333333,"Religion and belief"
"Turkish","Erzya",0.62,"Religion and belief"
"Hebrew","Erzya",0.633333333333334,"Religion and belief"
"Eastern Punjabi","Erzya",0.453333333333333,"Religion and belief"
"Kazakh","Erzya",0.736666666666667,"Religion and belief"
"Sakha","Erzya",0.616666666666667,"Religion and belief"
"Korean","Erzya",0.606666666666667,"Religion and belief"
"Nuosu","Erzya",0.616666666666667,"Religion and belief"
"Japanese","Erzya",0.55,"Religion and belief"
"Tibetan","Erzya",0.626666666666667,"Religion and belief"
"Bengali","Erzya",0.606666666666667,"Religion and belief"
"Kashmiri","Erzya",0.633333333333334,"Religion and belief"
"Telugu","Erzya",0.58,"Religion and belief"
"Tamil","Erzya",0.503333333333333,"Religion and belief"
"Malayalam","Erzya",0.633333333333334,"Religion and belief"
"Burmese","Erzya",0.62,"Religion and belief"
"Vietnamese","Erzya",0.63,"Religion and belief"
"Khmer","Erzya",0.616666666666667,"Religion and belief"
"Malay","Erzya",0.623333333333334,"Religion and belief"
"Thai","Erzya",0.57,"Religion and belief"
"Cebuano","Erzya",0.473333333333333,"Religion and belief"
"Banyumasan","Erzya",0.8,"Religion and belief"
"Minangkabau","Erzya",0.776666666666667,"Religion and belief"
"Chamorro","Erzya",0.403333333333333,"Religion and belief"
"Samoan","Erzya",0.776666666666667,"Religion and belief"
"Tongan","Erzya",0.78,"Religion and belief"
"Maori","Erzya",0.653333333333334,"Religion and belief"
"Hawaiian","Erzya",0.776666666666666,"Religion and belief"
"Inupiak","Erzya",0.57,"Religion and belief"
"Cheyenne","Erzya",0.653333333333334,"Religion and belief"
"Choctaw","Erzya",0.566666666666667,"Religion and belief"
"Muscogee","Erzya",0.68,"Religion and belief"
"Cherokee","Erzya",0.62,"Religion and belief"
"Navajo","Erzya",0.633333333333334,"Religion and belief"
"Haitian","Erzya",0.49,"Religion and belief"
"Aymara","Erzya",0.25,"Religion and belief"
"Guarani","Erzya",0.596666666666667,"Religion and belief"
"Herero","Estonian",0.716666666666667,"Religion and belief"
"Zulu","Estonian",0.746666666666667,"Religion and belief"
"Tswana","Estonian",0.766666666666667,"Religion and belief"
"Ndonga","Estonian",0.766666666666667,"Religion and belief"
"Swati","Estonian",0.73,"Religion and belief"
"Tsonga","Estonian",0.806666666666667,"Religion and belief"
"Venda","Estonian",0.956666666666667,"Religion and belief"
"Kongo","Estonian",0.926666666666667,"Religion and belief"
"Kikuyu","Estonian",0.863333333333333,"Religion and belief"
"Luganda","Estonian",0.61,"Religion and belief"
"Kinyarwanda","Estonian",0.636666666666667,"Religion and belief"
"Kirundi","Estonian",0.593333333333334,"Religion and belief"
"Igbo","Estonian",0.953333333333333,"Religion and belief"
"Bambara","Estonian",0.92,"Religion and belief"
"Amharic","Estonian",0.61,"Religion and belief"
"Kanuri","Estonian",0.75,"Religion and belief"
"Wolof","Estonian",0.776666666666667,"Religion and belief"
"Egyptian Arabic","Estonian",0.573333333333334,"Religion and belief"
"Kabyle","Estonian",0.663333333333333,"Religion and belief"
"Neapolitan","Estonian",0.63,"Religion and belief"
"Spanish","Estonian",0.44,"Religion and belief"
"English","Estonian",0.58,"Religion and belief"
"French","Estonian",0.426666666666667,"Religion and belief"
"Dutch","Estonian",0.593333333333334,"Religion and belief"
"Icelandic","Estonian",0.526666666666667,"Religion and belief"
"Irish","Estonian",0.426666666666667,"Religion and belief"
"Serbian","Estonian",0.403333333333333,"Religion and belief"
"Russian","Estonian",0.573333333333333,"Religion and belief"
"Bashkir","Estonian",0.573333333333333,"Religion and belief"
"Chuvash","Estonian",0.58,"Religion and belief"
"Erzya","Estonian",0.596666666666667,"Religion and belief"
"Estonian","Estonian",0,"Religion and belief"
"Gagauz","Estonian",0.566666666666667,"Religion and belief"
"Latvian","Estonian",0.39,"Religion and belief"
"Vepsian","Estonian",0.596666666666667,"Religion and belief"
"Czech","Estonian",0.483333333333333,"Religion and belief"
"Bulgarian","Estonian",0.463333333333333,"Religion and belief"
"Lithuanian","Estonian",0.476666666666667,"Religion and belief"
"Kalmyk","Estonian",0.706666666666667,"Religion and belief"
"Armenian","Estonian",0.596666666666667,"Religion and belief"
"Kurdish (Sorani)","Estonian",0.583333333333334,"Religion and belief"
"Abkhazian","Estonian",0.453333333333333,"Religion and belief"
"Turkish","Estonian",0.596666666666667,"Religion and belief"
"Hebrew","Estonian",0.573333333333334,"Religion and belief"
"Eastern Punjabi","Estonian",0.416666666666667,"Religion and belief"
"Kazakh","Estonian",0.61,"Religion and belief"
"Sakha","Estonian",0.77,"Religion and belief"
"Korean","Estonian",0.736666666666667,"Religion and belief"
"Nuosu","Estonian",0.746666666666667,"Religion and belief"
"Japanese","Estonian",0.586666666666667,"Religion and belief"
"Tibetan","Estonian",0.636666666666667,"Religion and belief"
"Bengali","Estonian",0.753333333333333,"Religion and belief"
