"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"et","nl","Basic actions and technology",0.232955549775998,157,0.583333333333334
"sq","de","Sense perception",0.233001653224189,35,NA
"pl","he","The house",0.233012726020554,22,NA
"nl","eu","Cognition",0.233019816228086,38,NA
"nl","es","The house",0.23302465957342,24,0.27
"pt","he","Spatial relations",0.233027038014305,100,NA
"it","tr","The physical world",0.233048164626667,103,NA
"fi","tr","The physical world",0.233064595564246,98,NA
"es","ar","Basic actions and technology",0.233101646955863,169,NA
"et","ko","Time",0.233145342073793,39,NA
"ro","tr","Agriculture and vegetation",0.233189245171769,28,NA
"pl","ro","Motion",0.233234575206196,75,NA
"fi","ro","Speech and language",0.233264565333212,33,NA
"pl","pt","Social and political relations",0.233267834041577,39,NA
"bg","lt","Basic actions and technology",0.233338554388351,159,0.282083333333333
"eu","ar","Clothing and grooming",0.23334639816351,33,NA
"et","fr","Social and political relations",0.233360694298543,38,0.391153846153846
"no","it","Sense perception",0.233393058038905,60,NA
"pl","he","Basic actions and technology",0.233401725516438,141,NA
"fa","pl","Clothing and grooming",0.233412337532069,28,NA
"et","pt","Clothing and grooming",0.233445605906584,32,NA
"lt","da","Miscellaneous function words",0.233462000220679,19,NA
"lt","ar","Social and political relations",0.233488542169634,37,NA
"bg","tr","The house",0.233519351191483,29,0.533636363636363
"sk","lt","Speech and language",0.233533437684876,29,NA
"fi","ar","Basic actions and technology",0.23364556738425,166,NA
"hu","fr","Spatial relations",0.233667083842368,124,NA
"pl","no","Animals",0.233694442295033,53,NA
"pl","ro","Basic actions and technology",0.233700394298191,166,NA
"hu","sq","Spatial relations",0.233713445265361,120,NA
"en","ro","The physical world",0.233715886610877,91,NA
"sk","he","Clothing and grooming",0.233736907192784,28,NA
"tr","eu","Miscellaneous function words",0.233739813412562,22,NA
"lv","ar","Sense perception",0.233741751363775,38,NA
"sk","it","Social and political relations",0.233784625217356,38,NA
"es","it","Spatial relations",0.233857699764247,117,NA
"en","ro","Miscellaneous function words",0.23387840152352,14,NA
"lt","ro","Clothing and grooming",0.233883334571641,28,NA
"fi","de","The body",0.233912982724249,27,NA
"el","no","Social and political relations",0.233916975167914,36,NA
"hu","en","Motion",0.233940304954397,74,NA
"pl","es","Speech and language",0.233951556721907,28,NA
"de","tr","Cognition",0.2339676644795,31,NA
"de","en","Modern world",0.233977752393557,4,NA
"pt","it","Clothing and grooming",0.233989083819489,34,NA
"el","da","Basic actions and technology",0.233990441559429,144,NA
"hr","en","Food and drink",0.234011091416021,47,NA
"fr","pt","Emotions and values",0.234055044938545,103,NA
"sv","da","Speech and language",0.234062014262235,28,NA
"hr","ro","Basic actions and technology",0.23406587167436,181,NA
"hu","ro","Basic actions and technology",0.234069776862697,199,NA
"nl","fr","The body",0.234076570474249,105,NA
"fa","ca","Miscellaneous function words",0.234090553046071,11,NA
"fr","he","Possession",0.234097139274562,30,0.525454545454546
"sk","eu","Social and political relations",0.234107394553829,38,NA
"de","nl","Cognition",0.234130982043051,26,NA
"fa","no","Possession",0.234161593664128,23,NA
"ru","pt","Social and political relations",0.234174344107704,37,NA
"sk","fr","Motion",0.234177744367201,81,NA
"nl","he","Basic actions and technology",0.234183456372529,161,0.583333333333334
"tr","eu","Spatial relations",0.234239521107777,104,NA
"pl","ro","The body",0.234239915006204,118,NA
"hu","pl","Clothing and grooming",0.234264341595882,33,NA
"es","tr","Possession",0.234286785039121,33,0.494090909090909
"ru","de","Agriculture and vegetation",0.234289203741445,2,NA
"lv","bg","Spatial relations",0.234305953448512,71,NA
"el","da","Social and political relations",0.234387555896573,35,NA
"sk","nl","Spatial relations",0.234435402562872,131,NA
"bg","is","Miscellaneous function words",0.234452559740389,20,NA
"sk","lt","Social and political relations",0.234461338795189,45,NA
"hr","da","Speech and language",0.234464381354072,28,NA
"fa","cs","Spatial relations",0.234481686944783,101,NA
"el","it","Modern world",0.234484019892255,31,NA
"fi","he","Social and political relations",0.234498600254215,36,NA
"hr","it","Animals",0.234509132313313,51,NA
"et","sk","Modern world",0.234514301635615,41,NA
"fa","no","Animals",0.2345446323741,46,NA
"el","ko","Motion",0.234556512781023,22,NA
"sq","de","Spatial relations",0.234585173597695,61,NA
"fr","es","The house",0.234619382624565,28,0.434545454545455
"bg","ko","Time",0.234663291331975,38,NA
"fi","fr","Speech and language",0.234689011490161,34,NA
"ru","en","Speech and language",0.234737801385039,25,NA
"et","he","Sense perception",0.234738381928751,55,NA
"sk","ro","Speech and language",0.234740110926267,35,NA
"no","da","Motion",0.234752220122488,67,NA
"is","pt","Time",0.234756779784161,55,NA
"cs","ro","The body",0.234769757180574,116,NA
"hr","pt","The house",0.234782073569392,30,NA
"ru","en","Social and political relations",0.234805255368499,30,0.361153846153846
"el","pt","Speech and language",0.234807778379825,30,NA
"hr","en","Basic actions and technology",0.234850849030994,145,NA
"uk","en","Kinship",0.234856169378761,27,0.4025
"et","sv","Spatial relations",0.234874492304243,112,NA
"fi","ro","Cognition",0.234877733990085,46,NA
"lt","sv","Possession",0.234911708919685,40,NA
"et","it","The body",0.234920789545441,103,NA
"fr","es","Agriculture and vegetation",0.234934999909354,27,0.181818181818182
"hr","lt","Social and political relations",0.234947566180962,44,NA
"pt","ko","Emotions and values",0.234965307598898,37,NA
"cs","da","Cognition",0.23497081848925,24,NA
"sv","ar","Basic actions and technology",0.234974009135791,160,NA
"bg","ro","The body",0.234974181367362,128,NA
"cs","it","Social and political relations",0.234983544439879,33,NA
"hr","da","The physical world",0.234990736116301,98,NA
"sq","lt","Kinship",0.235012284206211,39,0.575357142857142
"ru","en","Modern world",0.235033594603016,27,NA
"sq","sk","Cognition",0.235047200724681,21,NA
"ru","nl","Emotions and values",0.235068067878559,63,0.572666666666667
"no","de","Time",0.235070613710517,29,NA
"et","it","Animals",0.235088379281789,48,NA
"bg","fr","Speech and language",0.235096080138719,34,NA
"no","it","Food and drink",0.235138290120617,47,NA
"en","he","Social and political relations",0.235151789720159,31,0.625769230769231
"pt","he","Motion",0.235157873231341,89,NA
"no","nl","The body",0.235164115511671,114,NA
"et","it","The physical world",0.235166091635944,86,NA
"fa","eu","The house",0.235179637233393,18,NA
"it","ar","Spatial relations",0.235183949161694,96,NA
"et","cs","Modern world",0.235186061259827,36,NA
"sk","ro","Modern world",0.235246068602968,49,NA
"el","it","The house",0.235261670649018,24,NA
"sq","hr","Motion",0.235263227228359,74,NA
"pl","he","Social and political relations",0.235266919170359,31,NA
"es","it","Emotions and values",0.235278058841462,76,NA
"et","ro","Cognition",0.2352806721296,41,NA
"ru","he","Basic actions and technology",0.23528340101158,140,0.720416666666666
"cs","fr","Social and political relations",0.235301892217048,39,0.266538461538462
"da","ar","Social and political relations",0.235344512630666,32,NA
"el","nl","Social and political relations",0.235346488636127,36,0.269230769230769
"et","sq","Kinship",0.235407234588865,37,0.733928571428571
"fa","el","Basic actions and technology",0.235407323528199,89,NA
"es","he","Spatial relations",0.235409564163722,99,NA
"et","lt","Spatial relations",0.235410650520267,118,NA
"nl","ca","Miscellaneous function words",0.235414535917702,13,NA
"sv","es","Speech and language",0.235414535945559,31,NA
"cs","ro","Spatial relations",0.235449960498352,111,NA
"en","tr","Possession",0.235470165730105,28,0.439090909090909
"bg","nl","Sense perception",0.235482703533191,67,NA
"pl","es","Agriculture and vegetation",0.23548453187413,29,NA
"ru","sv","Possession",0.235486768846675,32,NA
"pl","ru","Modern world",0.235507231961547,30,NA
"de","he","Clothing and grooming",0.235511479680455,5,NA
"pl","pt","Spatial relations",0.235527878372755,102,NA
"ru","fr","Social and political relations",0.235545692696652,37,0.337307692307692
"sk","ro","Basic actions and technology",0.235547957216733,173,NA
"hr","es","Speech and language",0.235561709279091,32,NA
"eu","ar","Speech and language",0.235568860825837,21,NA
"fr","es","Spatial relations",0.235570724591782,118,NA
"sq","sk","Sense perception",0.235572231168803,43,NA
"lv","is","Miscellaneous function words",0.235579584906474,20,NA
"es","ro","The body",0.235592358364746,118,NA
"no","pt","The body",0.235609293384767,119,NA
"sq","cs","Cognition",0.235619861957649,22,NA
"nl","fr","Basic actions and technology",0.235635792889266,168,0.322083333333333
"is","es","Cognition",0.235665500972364,30,NA
"tr","ko","Social and political relations",0.235746042349547,26,0.634230769230769
"cs","lt","Basic actions and technology",0.235759534515283,152,0.422083333333333
"pt","it","Cognition",0.235765945684121,37,NA
"cs","pt","Speech and language",0.235776333346491,30,NA
"es","ro","Cognition",0.235781779993072,42,NA
"bg","ro","Speech and language",0.23579042945858,33,NA
"nl","fr","Food and drink",0.235814582337503,49,NA
"nl","ar","Basic actions and technology",0.235887392386497,164,NA
"fa","bg","Modern world",0.235900467719559,42,NA
"sv","fr","Speech and language",0.235912905882765,32,NA
"et","pt","Animals",0.235917986042551,54,NA
"sk","ro","Emotions and values",0.235924001511081,81,NA
"hr","no","The body",0.235936854522407,107,NA
"es","it","Possession",0.235940073323624,29,NA
"hr","it","Food and drink",0.235945906548259,49,NA
"et","fr","Possession",0.235950195267458,30,0.305227272727273
"hr","it","Social and political relations",0.235978305076444,36,NA
"et","pl","The house",0.236030990136237,23,NA
"hu","ro","Spatial relations",0.236040582188431,124,NA
"fr","pt","Sense perception",0.236049842916735,69,NA
"bg","pt","Social and political relations",0.236104148833125,40,NA
"hu","lt","Basic actions and technology",0.236110518940173,188,0.346666666666666
"sk","fr","Emotions and values",0.236113856733036,79,NA
"uk","ru","Speech and language",0.236134547861665,25,NA
"ro","he","Cognition",0.23620362339537,37,NA
"el","ca","Cognition",0.236214337943974,32,NA
"lt","ko","Possession",0.236241840478643,12,0.430909090909091
"en","es","Possession",0.236251936491341,30,0.217045454545454
"sk","uk","Food and drink",0.23630975871514,35,NA
"hr","is","Spatial relations",0.236341190081719,89,NA
"fi","ro","The body",0.236416813354246,127,NA
"cs","da","Motion",0.236423227003513,65,NA
"fi","sv","Miscellaneous function words",0.236437254358276,21,NA
"bg","uk","Spatial relations",0.236482916641266,98,NA
"sk","ar","Food and drink",0.236503370073202,53,NA
"tr","he","The body",0.236510395932983,96,NA
"et","hr","Clothing and grooming",0.236550552621908,29,NA
"bg","lt","Speech and language",0.236555903075707,28,NA
"fi","nl","Cognition",0.236588896998775,42,NA
"no","es","The body",0.23659204398636,112,NA
"de","tr","The house",0.236604582195256,1,NA
"sq","ar","Clothing and grooming",0.236619982085522,29,NA
"bg","de","Animals",0.236629097248652,2,NA
"lv","sv","Kinship",0.236658811694517,28,NA
"hu","el","Agriculture and vegetation",0.236695315044583,27,0.181818181818182
"bg","eu","Motion",0.236709760094265,61,NA
"fi","et","Social and political relations",0.236716464619447,36,NA
"el","lt","Motion",0.236762871350616,104,NA
"hr","pt","Food and drink",0.236805025120806,50,NA
"da","es","The body",0.236808668254848,103,NA
"ro","tr","Possession",0.236827154204939,41,NA
"uk","lt","Time",0.236832051552976,58,NA
"fa","en","Possession",0.236851416747412,21,NA
"sk","it","The physical world",0.236916803862128,90,NA
"sq","ro","Kinship",0.236918133976525,42,NA
"el","eu","Clothing and grooming",0.236919689824208,36,NA
"bg","pt","Spatial relations",0.236961808532929,116,NA
"sq","ru","Speech and language",0.236974134777026,27,NA
"pl","no","The body",0.236985348179711,106,NA
"lv","ro","Miscellaneous function words",0.236986975078505,21,NA
"bg","cs","Social and political relations",0.237017674559726,33,0.317692307692308
"nl","it","Basic actions and technology",0.237095930406857,158,NA
"sq","pl","Motion",0.237100416650005,76,NA
"hr","nl","Motion",0.237131739957339,79,NA
"en","he","Motion",0.237136478552887,65,NA
"da","nl","Speech and language",0.237145261718153,28,NA
"pl","nl","Motion",0.23715149353753,78,NA
"da","es","Clothing and grooming",0.237195407784467,29,NA
"bg","ru","The house",0.237201521720414,24,0.504545454545455
"cs","pt","Modern world",0.237210790644677,37,NA
"fi","lv","Emotions and values",0.237213798589957,58,NA
"uk","en","Sense perception",0.237251071651886,39,NA
"fr","tr","Agriculture and vegetation",0.237269443034388,27,0.272727272727273
"no","da","Clothing and grooming",0.237273168446223,32,NA
"cs","ro","Emotions and values",0.237311459058743,75,NA
"es","pt","Agriculture and vegetation",0.237327078800307,30,NA
"et","fa","Basic actions and technology",0.237330836249309,90,NA
"ru","he","The house",0.237333002056755,20,0.625454545454545
"lv","ar","Clothing and grooming",0.237346683356355,15,NA
"fi","fa","The body",0.237357297288169,112,NA
"et","pl","Social and political relations",0.237392978684704,32,NA
"da","ro","Sense perception",0.237401535988749,62,NA
"cs","sv","Speech and language",0.237402525171427,27,NA
"et","ar","Possession",0.237428549517726,29,NA
"sk","he","Sense perception",0.237471270808793,49,NA
"hu","ko","Kinship",0.237475885044386,29,0.4725
"sk","no","Spatial relations",0.237483111791969,110,NA
"hu","sv","Emotions and values",0.237507476893307,81,NA
"fa","he","Basic actions and technology",0.237516344636258,91,NA
"ru","sv","Motion",0.237518471889764,71,NA
"fi","he","Basic actions and technology",0.2375289051359,157,NA
"lt","fr","Cognition",0.237534370660863,38,NA
"bg","pt","The physical world",0.237534911398456,99,NA
"sv","tr","Social and political relations",0.237535906196668,38,NA
"fi","it","Motion",0.23756530897783,93,NA
"hy","lt","Modern world",0.237620103151337,4,NA
"et","fr","The body",0.237636171564598,102,NA
"sk","eu","Spatial relations",0.23764005120078,103,NA
"hu","fa","The house",0.237641222819177,22,NA
"sk","ar","Basic actions and technology",0.237700310116116,155,NA
"it","ar","Cognition",0.237708598484645,32,NA
"fi","fa","Modern world",0.237732326590145,40,NA
"el","ar","Basic actions and technology",0.23773346573985,157,NA
"de","ro","The physical world",0.237768704720936,17,NA
"fa","ro","Possession",0.237777538499804,33,NA
"fi","es","Modern world",0.237815409144752,39,NA
"lt","ko","Time",0.237816032679371,37,NA
"et","es","Food and drink",0.237818715829954,48,NA
"bg","da","Possession",0.237822041954688,32,NA
"lv","ru","Sense perception",0.237828760979982,38,NA
"fi","et","Possession",0.237849595848567,31,NA
"es","he","The body",0.237851074048707,102,NA
"sk","nl","The body",0.23786422750924,104,NA
"sv","da","Social and political relations",0.237866727542401,35,NA
"et","es","Modern world",0.237935213158103,37,NA
"nl","tr","The body",0.237942721267327,107,NA
"ru","da","Food and drink",0.238008311447557,45,NA
"hy","hr","Miscellaneous function words",0.238037459918957,18,NA
"lv","hy","Modern world",0.238039361526952,4,NA
"et","nl","Speech and language",0.238043830377515,29,NA
"hr","nl","Sense perception",0.238045445501981,70,NA
"no","ar","Social and political relations",0.238045669480265,34,NA
"fr","ar","Spatial relations",0.238055371601839,102,NA
"bg","da","Cognition",0.238077038073714,31,NA
"fa","it","Possession",0.238137410442968,20,NA
"pl","tr","Spatial relations",0.238164895260883,106,NA
"hr","fr","Sense perception",0.238165354036595,72,NA
"bg","is","Cognition",0.238183477623592,30,NA
"ru","fr","Emotions and values",0.238190998780435,69,0.735333333333333
"hr","de","The body",0.238194384309389,24,NA
"cs","fr","Cognition",0.238202361770107,30,NA
"el","ro","Social and political relations",0.238220322149073,44,NA
"cs","ro","Clothing and grooming",0.238223427846063,32,NA
"bg","nl","Speech and language",0.238248099426885,29,NA
"fr","ar","Cognition",0.238251778026671,38,NA
"hr","tr","Basic actions and technology",0.238258311968139,162,NA
"et","ro","The body",0.238269702584147,116,NA
"en","it","Social and political relations",0.238274236877617,32,NA
"el","it","Emotions and values",0.238279029958732,68,NA
"en","ro","Basic actions and technology",0.238322566563197,145,NA
"fi","nl","Motion",0.238331188855264,91,NA
"hr","sv","Cognition",0.238366231149628,31,NA
"es","ro","Miscellaneous function words",0.238391825228675,19,NA
"sv","pt","The physical world",0.238415697611263,100,NA
"cs","ca","Cognition",0.23843461023267,26,NA
"pl","nl","Speech and language",0.238465616035054,26,NA
"hu","sv","Motion",0.238504998517494,83,NA
"pl","de","Animals",0.238505078884944,2,NA
"fa","it","Modern world",0.238511152551474,40,NA
"da","ar","Emotions and values",0.238515726118978,58,NA
"et","bg","The physical world",0.238550039058116,87,0.598333333333333
"bg","da","Sense perception",0.238612082375607,60,NA
"hr","sv","Animals",0.238612824146188,54,NA
"sk","ro","Spatial relations",0.23861306588135,117,NA
"el","nl","Possession",0.238615005782462,32,0.188863636363636
"sq","pl","Cognition",0.238652825098501,26,NA
"sv","fr","Cognition",0.238653642051449,37,NA
"hu","nl","Food and drink",0.238672592361052,45,NA
"el","ro","Emotions and values",0.238731066492468,79,NA
"fi","pt","Spatial relations",0.238735109800394,121,NA
"sv","ar","Emotions and values",0.238735641999838,68,NA
"fi","is","Miscellaneous function words",0.238741010127788,21,NA
"hr","it","Possession",0.238747080973937,28,NA
"sv","ro","Animals",0.238778694638566,53,NA
"lv","de","Kinship",0.238798681678841,7,NA
"bg","cs","Agriculture and vegetation",0.238806248689415,25,0.181818181818182
"et","sk","Animals",0.238830731891268,50,NA
"pt","he","Possession",0.238836997283413,32,NA
"et","he","The physical world",0.238850393161686,73,0.609999999999999
"cs","no","Animals",0.238886707181485,54,NA
"cs","pt","Social and political relations",0.238928541695193,39,NA
"hr","sv","Food and drink",0.238935498781975,52,NA
"ca","tr","Kinship",0.238938131439554,33,NA
"fi","no","Spatial relations",0.238955554100992,112,NA
"cs","ro","Speech and language",0.238974720252057,33,NA
"sv","it","The physical world",0.238977243031368,103,NA
"hr","sk","The house",0.238980019025449,32,NA
"pl","da","The body",0.238986229572888,98,NA
"hu","eu","Spatial relations",0.239013708748316,110,NA
"sk","nl","Food and drink",0.239023001381006,48,NA
"sq","en","Speech and language",0.23905301581908,27,NA
"fi","tr","Clothing and grooming",0.239073059853271,32,NA
"bg","he","Sense perception",0.239083099197399,55,NA
"fa","he","Spatial relations",0.239169088607909,93,NA
"bg","he","Basic actions and technology",0.239188837751273,152,0.541666666666666
"no","en","Speech and language",0.239197290915684,25,NA
"fi","hr","Basic actions and technology",0.239198809359374,174,NA
"fr","es","Motion",0.239207447931704,90,NA
"et","hu","The house",0.239218723073294,23,0.559090909090909
"cs","da","Clothing and grooming",0.239222034793586,28,NA
"eu","ar","Sense perception",0.239231720607491,50,NA
"pl","nl","The body",0.239256821479853,105,NA
"sv","fr","Social and political relations",0.239274034144891,40,NA
"et","en","Spatial relations",0.239287407948794,96,NA
"en","it","Emotions and values",0.23930338552515,56,NA
"da","fr","Food and drink",0.2393320298569,50,NA
"fi","ru","Speech and language",0.239340769524306,27,NA
"hu","ru","Speech and language",0.23935630123535,30,NA
"cs","en","Agriculture and vegetation",0.23936237859138,25,0.181818181818182
"et","hr","Basic actions and technology",0.239399890069628,156,NA
"lv","uk","Cognition",0.239428913130582,14,NA
"sk","pl","The house",0.239456545855329,28,NA
"lt","nl","Motion",0.239462357585256,97,NA
"sv","da","Basic actions and technology",0.239467036145848,170,NA
"ru","tr","The physical world",0.239468454273896,88,0.518333333333333
"cs","es","Agriculture and vegetation",0.239599541533991,28,0
"cs","da","Speech and language",0.239603043039371,27,NA
"hr","en","Clothing and grooming",0.239609871829351,30,NA
"nl","fr","Animals",0.239614806635485,52,NA
"hr","tr","The physical world",0.239642800538334,110,NA
"fa","el","Motion",0.23964800962452,47,NA
"ru","fr","Speech and language",0.239669698639068,30,NA
"et","it","Social and political relations",0.23967036940686,33,NA
"en","it","Motion",0.239688431557258,73,NA
"fi","lt","Motion",0.239701118455918,103,NA
"en","fr","Social and political relations",0.239714455351997,37,0.169230769230769
"el","ka","Possession",0.239736451344771,2,NA
"en","fr","Emotions and values",0.239764385945812,68,0.342
"hu","ar","Speech and language",0.239798422736705,33,NA
"ru","sv","The physical world",0.239804630455679,89,NA
"lv","it","Miscellaneous function words",0.239816503584247,24,NA
"sk","it","Modern world",0.239826094753157,42,NA
"bg","uk","Cognition",0.239832576699026,31,NA
"hu","da","Sense perception",0.239859274230072,61,NA
"pt","he","Animals",0.239868703220113,53,NA
"de","ro","Possession",0.239920187774936,33,NA
"no","tr","Food and drink",0.239945870928479,47,NA
"hu","ar","Modern world",0.239968538577635,36,NA
"lt","it","Motion",0.239972933911417,104,NA
"fa","lt","Motion",0.239986601008656,49,NA
"pl","fr","The body",0.240008499454716,100,NA
"de","ko","Food and drink",0.240008564710553,4,NA
"en","pt","Social and political relations",0.24001669094614,37,NA
"hr","no","Emotions and values",0.240019819087477,64,NA
"fi","nl","Basic actions and technology",0.240022998081758,173,NA
"en","tr","Cognition",0.240062340157704,36,NA
"sv","ro","Speech and language",0.240070265067479,32,NA
"el","is","Cognition",0.240095585455067,27,NA
"ru","pt","Cognition",0.240104300096261,38,NA
"fa","pt","The house",0.240104990453409,26,NA
"sv","ro","Agriculture and vegetation",0.240117486805369,34,NA
"sv","fr","Sense perception",0.240126717308248,65,NA
"pt","tr","Cognition",0.240155881574763,46,NA
"nl","pt","Clothing and grooming",0.24017692534355,38,NA
"sk","fr","Speech and language",0.240200928410043,36,NA
"et","el","Social and political relations",0.24021506422704,33,0.353461538461538
"lt","da","Cognition",0.240254589288825,30,NA
"hu","pt","Clothing and grooming",0.240255566579085,35,NA
"hu","he","Basic actions and technology",0.240260781794984,183,0.520833333333333
"es","he","Emotions and values",0.240263882263186,74,0.446666666666666
"pl","pt","Basic actions and technology",0.240308913712887,164,NA
"fi","hr","Social and political relations",0.240313613838277,40,NA
"da","nl","Animals",0.240335800377393,47,NA
"fa","es","Basic actions and technology",0.240346355318714,98,NA
"nl","en","Social and political relations",0.240352444127351,33,0.302692307692308
"sq","it","Kinship",0.240356297985587,34,NA
"ru","fr","The physical world",0.240375835363822,87,0.405
"sq","en","Food and drink",0.240382725022236,43,NA
"el","lt","Cognition",0.240386977275404,32,NA
"lt","is","Cognition",0.240421978642746,30,NA
"sk","it","Clothing and grooming",0.240435877757815,33,NA
"de","he","Modern world",0.24044142026844,4,NA
"sq","de","Miscellaneous function words",0.240453395049339,15,NA
"el","he","Basic actions and technology",0.240469608771462,148,0.606666666666667
"lv","cs","Emotions and values",0.240496899536094,43,0.674666666666667
"cs","he","Speech and language",0.240520470855537,25,NA
"lt","sv","Cognition",0.240526466443305,32,NA
"ru","it","Modern world",0.240554792387577,33,NA
"nl","fr","Emotions and values",0.240596546131727,79,0.364
"fa","lt","Possession",0.240596714298706,28,NA
"hu","ro","The physical world",0.240616382839216,110,NA
"hr","es","The house",0.240621927233779,28,NA
"pl","pt","Motion",0.240622695222549,86,NA
"cs","fr","The house",0.240635585092062,25,0.537272727272727
"sv","ro","Clothing and grooming",0.240678632029688,32,NA
"fi","ru","The physical world",0.240685524311376,82,NA
"hu","nl","The body",0.240725617689877,119,NA
"el","no","Motion",0.240725928864847,70,NA
"hr","it","The physical world",0.2407516650807,105,NA
"ru","it","The physical world",0.240774363267078,86,NA
"sk","en","Motion",0.240800829808242,66,NA
"pl","en","The house",0.240811827015453,22,NA
"ru","lt","Spatial relations",0.240811969048291,104,NA
"el","ar","Agriculture and vegetation",0.240814937512625,23,NA
"fr","es","Speech and language",0.240821882424132,38,NA
"nl","es","Possession",0.240821895448016,33,0.2625
"hu","fr","Miscellaneous function words",0.240872177063702,15,NA
"hu","ro","Possession",0.240876692311914,48,NA
"no","sv","Speech and language",0.240894735661855,27,NA
"hu","fr","Animals",0.240897390978171,55,NA
"hu","ru","Emotions and values",0.240898835848872,69,0.588666666666667
"es","ro","The physical world",0.240911776041131,107,NA
"sv","da","Spatial relations",0.240922922731009,114,NA
"hr","ro","Possession",0.241003676597818,43,NA
"fi","it","Clothing and grooming",0.241021549180671,29,NA
"sq","it","Cognition",0.241035144430276,27,NA
"sk","it","Possession",0.241074323956498,31,NA
"et","de","Basic actions and technology",0.241074563826105,89,NA
"et","bg","The house",0.241093392329751,25,0.557272727272727
"no","fr","Cognition",0.241097049047833,38,NA
"fr","it","Modern world",0.241133428170829,46,NA
"fi","pt","Basic actions and technology",0.241146319947313,178,NA
"pl","da","Cognition",0.241233722200366,28,NA
"cs","lt","Emotions and values",0.241240544022843,69,0.472666666666667
"no","da","Possession",0.241289439895082,30,NA
"sq","cs","Basic actions and technology",0.241294302303338,128,0.5
"hu","fr","The body",0.241302062511301,111,NA
"hr","ja","Spatial relations",0.241302086355539,52,NA
"pt","eu","Cognition",0.24131044099967,39,NA
"et","sq","Speech and language",0.241312344511423,29,NA
"lv","ar","Speech and language",0.241313394306333,13,NA
"fi","sv","Animals",0.241317139193424,49,NA
"fi","lt","Sense perception",0.24131807055769,64,NA
"fa","fr","Food and drink",0.241369619634499,45,NA
"et","hr","The physical world",0.241369724829182,94,NA
"es","it","Basic actions and technology",0.241377422845032,166,NA
"fi","da","Sense perception",0.24139036801288,63,NA
"hr","uk","Motion",0.241391407497785,60,NA
"pl","ro","Possession",0.24140313831766,41,NA
"pt","he","The physical world",0.241460652916781,83,NA
"el","ar","Speech and language",0.24146325787699,30,NA
"cs","de","Social and political relations",0.241501044585873,9,NA
"cs","ro","Motion",0.241511194995661,72,NA
"fi","et","The physical world",0.241518098325949,85,NA
"bg","he","The body",0.241521507552223,102,NA
"et","sk","Social and political relations",0.241534401146214,36,NA
"et","fa","Sense perception",0.241542089724167,60,NA
"fa","pl","The body",0.241547509586931,101,NA
"pl","nl","The physical world",0.241583298081884,93,NA
"sq","sk","Spatial relations",0.241584535356855,111,NA
"sk","uk","Possession",0.241601005427337,31,NA
"de","pt","Basic actions and technology",0.24161227764959,106,NA
"el","da","The house",0.241650422820557,24,NA
"el","en","Social and political relations",0.241650887396054,32,0.336923076923077
"hu","eu","Motion",0.241673858489779,72,NA
"es","he","Motion",0.241675611978152,90,NA
"el","pt","Modern world",0.241690511685597,31,NA
"sk","ro","Possession",0.241699871902723,42,NA
"lt","tr","Miscellaneous function words",0.241722502408792,25,NA
"pl","uk","Emotions and values",0.241734999593405,49,NA
"bg","tr","The physical world",0.241740830101046,105,0.548333333333333
"bg","da","The body",0.241752476839568,108,NA
"pt","ar","Speech and language",0.241766857868013,30,NA
"hu","fa","Modern world",0.241773541719647,39,NA
"et","fa","The body",0.241780745124908,101,NA
"uk","pt","Sense perception",0.241795054252912,46,NA
"ro","tr","The body",0.24180261130587,116,NA
"no","sv","Basic actions and technology",0.241804271791698,169,NA
"et","pt","Spatial relations",0.241808373914768,111,NA
"da","eu","Time",0.24180900764494,59,NA
"uk","he","Kinship",0.241830767445558,31,0.613214285714285
"tr","ar","Agriculture and vegetation",0.241858642185879,21,NA
"lv","no","Motion",0.241877152317059,17,NA
"uk","en","Time",0.241890209679319,46,NA
"de","eu","Spatial relations",0.241902930583916,60,NA
"sk","ro","Animals",0.241925343639778,54,NA
"pl","ro","Cognition",0.241929122277793,34,NA
"hu","uk","Time",0.241975094470698,74,NA
"et","ru","The physical world",0.241976536413667,75,0.248333333333333
"ru","sv","Emotions and values",0.241991703307874,62,NA
"fa","sv","Clothing and grooming",0.241992952248222,26,NA
"sk","ar","Possession",0.242003048333759,33,NA
"sv","da","Emotions and values",0.242008599431604,69,NA
"ru","ro","Cognition",0.24202168815434,38,NA
"sv","nl","Basic actions and technology",0.242023660998995,169,NA
"pl","da","Miscellaneous function words",0.242031733255569,13,NA
"no","he","The physical world",0.242038222072095,79,NA
"bg","it","The physical world",0.242179906147334,102,NA
"da","it","Animals",0.242215864420796,46,NA
"sv","da","Miscellaneous function words",0.242246700295524,16,NA
"pt","it","Emotions and values",0.242277382969909,89,NA
"sq","pt","Sense perception",0.242289411895642,53,NA
"fi","pt","Motion",0.242300218994057,97,NA
"el","ko","Time",0.2423167097568,37,NA
"ro","tr","Social and political relations",0.242317780833501,57,NA
"hr","he","Clothing and grooming",0.24232665406892,32,NA
"lt","de","Emotions and values",0.242339966543289,42,NA
"hu","no","Motion",0.242346095115825,77,NA
"no","sv","Social and political relations",0.242349040317075,40,NA
"pl","tr","Basic actions and technology",0.242351645327003,144,NA
"eu","ar","Social and political relations",0.242362548439962,31,NA
"hu","sq","Motion",0.242377907967121,90,NA
"et","sv","Cognition",0.24240818174116,36,NA
