"l1","l2","imputed_semantic_domain","rho","nconcepts_compared","cult.dist"
"en","tr","kinship",0.249393112516,28,0.525357142857142
"en","tr","law",-0.257979048132,2,0.163636363636364
"en","tr","motion",0.189683150389,73,NA
"en","tr","physical_world",0.374812485506,56,NA
"en","tr","posession",0.159645151763,44,NA
"en","tr","quantity",0.486989990251,42,NA
"en","tr","religion_and_belief",0.523042989706,4,0.578333333333333
"en","tr","sense_perception",0.309321350313,49,NA
"en","tr","social_and_political_relations",0.308132259804,20,0.384230769230769
"en","tr","spatial_relations",0.29799379135,98,NA
"en","tr","speech_and_language",0.347088930048,31,NA
"en","tr","the_house",0.313181744509,19,0.653636363636363
"en","tr","time",0.535857846279,69,NA
"en","tr","warfare_and_hunting",0.31536753117,18,NA
"en","tt","agriculture_and_vegetation",0.300655568512,28,0.272727272727273
"en","tt","animals",0.0964761784899,40,NA
"en","tt","basic_actions_and_technology",0.263637715109,48,0.583333333333334
"en","tt","body_parts",0.228637114358,86,NA
"en","tt","clothing_and_grooming",0.11765047491,30,NA
"en","tt","cognition",0.167769331851,43,NA
"en","tt","emotion_and_values",0.132902291929,32,NA
"en","tt","food_and_drink",0.0908678699119,40,NA
"en","tt","kinship",0.220087115668,25,0.464285714285715
"en","tt","law",0.65745898291,2,0.355454545454546
"en","tt","motion",0.326549227319,44,NA
"en","tt","physical_world",0.277335409066,56,NA
"en","tt","posession",0.157046175166,38,NA
"en","tt","quantity",0.408395943259,38,NA
"en","tt","religion_and_belief",0.100841129103,4,0.465
"en","tt","sense_perception",0.240515561948,43,NA
"en","tt","social_and_political_relations",0.259931071983,15,0.375384615384615
"en","tt","spatial_relations",0.137759705607,75,NA
"en","tt","speech_and_language",0.213452662193,21,NA
"en","tt","the_house",0.10179873324,15,0.531818181818182
"en","tt","time",0.353806147502,54,NA
"en","tt","warfare_and_hunting",0.17644073072,14,NA
"en","uk","agriculture_and_vegetation",0.169801427334,28,0
"en","uk","animals",0.28386809229,39,NA
"en","uk","basic_actions_and_technology",0.332303929257,57,0.4825
"en","uk","body_parts",0.218360205696,101,NA
"en","uk","clothing_and_grooming",0.239161785275,32,NA
"en","uk","cognition",0.216863442946,52,NA
"en","uk","emotion_and_values",0.196983167011,42,NA
"en","uk","food_and_drink",0.27935096756,48,NA
"en","uk","kinship",0.534310083411,28,0.4025
"en","uk","law",0.127861372695,2,0.143636363636364
"en","uk","motion",0.256559517815,76,NA
"en","uk","physical_world",0.293829163406,63,NA
"en","uk","posession",0.250590418448,42,NA
"en","uk","quantity",0.548087970453,36,NA
"en","uk","religion_and_belief",0.408587233797,4,0.336666666666667
"en","uk","sense_perception",0.356772634315,49,NA
"en","uk","social_and_political_relations",0.311929782725,21,0.415384615384615
"en","uk","spatial_relations",0.258077418337,92,NA
"en","uk","speech_and_language",0.313776034073,27,NA
"en","uk","the_house",0.306052203189,20,0.656363636363636
"en","uk","time",0.593817362596,67,NA
"en","uk","warfare_and_hunting",0.285887807115,19,NA
"es","cy","agriculture_and_vegetation",0.313249984278,29,NA
"es","cy","animals",0.0564166044374,38,NA
"es","cy","basic_actions_and_technology",0.383851444371,52,NA
"es","cy","body_parts",0.244372807972,93,NA
"es","cy","clothing_and_grooming",0.0643888410421,27,NA
"es","cy","cognition",0.272805004253,51,NA
"es","cy","emotion_and_values",0.00183103843799,36,NA
"es","cy","food_and_drink",0.162475797785,45,NA
"es","cy","kinship",0.329954425788,27,NA
"es","cy","law",0.198365075221,2,NA
"es","cy","motion",0.245877483753,69,NA
"es","cy","physical_world",0.276952987049,58,NA
"es","cy","posession",0.255084565352,42,NA
"es","cy","quantity",0.272548355808,40,NA
"es","cy","religion_and_belief",0.0147441013088,4,NA
"es","cy","sense_perception",0.230621249773,44,NA
"es","cy","social_and_political_relations",0.268330820841,22,NA
"es","cy","spatial_relations",0.248736630292,90,NA
"es","cy","speech_and_language",0.203084302085,31,NA
"es","cy","the_house",0.100184026599,17,NA
"es","cy","time",0.405470641629,67,NA
"es","cy","warfare_and_hunting",0.0870916355933,19,NA
"es","sv","agriculture_and_vegetation",0.241853732864,30,NA
"es","sv","animals",0.413603732412,40,NA
"es","sv","basic_actions_and_technology",0.273871421912,58,NA
"es","sv","body_parts",0.243552134672,102,NA
"es","sv","clothing_and_grooming",0.241096837813,35,NA
"es","sv","cognition",0.327972612808,55,NA
"es","sv","emotion_and_values",0.3124777945,41,NA
"es","sv","food_and_drink",0.241681937113,48,NA
"es","sv","kinship",0.590768129527,26,NA
"es","sv","law",0.446769573254,2,NA
"es","sv","motion",0.1971205059,78,NA
"es","sv","physical_world",0.292101219128,64,NA
"es","sv","posession",0.284737424499,43,NA
"es","sv","quantity",0.593245211852,42,NA
"es","sv","religion_and_belief",0.300908582311,4,NA
"es","sv","sense_perception",0.390838514735,52,NA
"es","sv","social_and_political_relations",0.268259732662,22,NA
"es","sv","spatial_relations",0.224184480566,103,NA
"es","sv","speech_and_language",0.24506282679,32,NA
"es","sv","the_house",0.448937393574,19,NA
"es","sv","time",0.605668445809,70,NA
"es","sv","warfare_and_hunting",0.426349603299,20,NA
"es","ta","agriculture_and_vegetation",0.284094077429,27,0.363636363636364
"es","ta","animals",0.23841560771,35,NA
"es","ta","basic_actions_and_technology",0.389833029722,39,0.39125
"es","ta","body_parts",0.32299467482,79,NA
"es","ta","clothing_and_grooming",0.28439540749,30,NA
"es","ta","cognition",0.170160889049,38,NA
"es","ta","emotion_and_values",0.252751569894,30,NA
"es","ta","food_and_drink",0.238524786693,32,NA
"es","ta","kinship",0.444848435919,27,0.6
"es","ta","law",0.52157962247,2,0.369090909090909
"es","ta","motion",0.187162678964,51,NA
"es","ta","physical_world",0.285939730538,53,NA
"es","ta","posession",0.335552730239,35,NA
"es","ta","quantity",0.487365383922,38,NA
"es","ta","religion_and_belief",0.245340114456,4,0.495
"es","ta","sense_perception",0.177783505122,41,NA
"es","ta","social_and_political_relations",0.180376473167,17,0.43
"es","ta","spatial_relations",0.249826144815,83,NA
"es","ta","speech_and_language",0.151213274051,24,NA
"es","ta","the_house",0.228435824512,17,0.556363636363636
"es","ta","time",0.428479311994,60,NA
"es","ta","warfare_and_hunting",0.178852357226,16,NA
"es","te","agriculture_and_vegetation",0.213856814508,18,0.090909090909091
"es","te","animals",0.179598107752,28,NA
"es","te","basic_actions_and_technology",0.28282807385,36,0.34875
"es","te","body_parts",0.205489843741,76,NA
"es","te","clothing_and_grooming",0.0254427420342,23,NA
"es","te","cognition",0.370358258343,40,NA
"es","te","emotion_and_values",0.297530902707,28,NA
"es","te","food_and_drink",0.00916771745115,35,NA
"es","te","kinship",0.440202253516,21,0.6175
"es","te","law",0.519452977963,2,0.337272727272727
"es","te","motion",0.014050094434,40,NA
"es","te","physical_world",0.305349108319,48,NA
"es","te","posession",0.177675228779,27,NA
"es","te","quantity",0.456523720008,28,NA
"es","te","religion_and_belief",-0.0216146674105,2,0.633333333333333
"es","te","sense_perception",0.398519213929,29,NA
"es","te","social_and_political_relations",0.0743346327288,14,0.405769230769231
"es","te","spatial_relations",0.32928439009,67,NA
"es","te","speech_and_language",0.139203820346,21,NA
"es","te","the_house",0.337805706432,19,0.530909090909091
"es","te","time",0.583806310912,45,NA
"es","te","warfare_and_hunting",0.512065705689,18,NA
"es","tr","agriculture_and_vegetation",0.328732920152,29,0.181818181818182
"es","tr","animals",0.381798256793,40,NA
"es","tr","basic_actions_and_technology",0.247554439921,58,0.583333333333334
"es","tr","body_parts",0.349329375318,102,NA
"es","tr","clothing_and_grooming",0.290145658977,35,NA
"es","tr","cognition",0.332757926729,54,NA
"es","tr","emotion_and_values",0.272710189493,42,NA
"es","tr","food_and_drink",0.335182961167,47,NA
"es","tr","kinship",0.326921924589,27,0.418928571428572
"es","tr","law",0.335623722161,2,0.322727272727273
"es","tr","motion",0.352199731602,76,NA
"es","tr","physical_world",0.42963839838,55,NA
"es","tr","posession",0.293689494088,43,NA
"es","tr","quantity",0.458498760274,42,NA
"es","tr","religion_and_belief",0.342487087249,4,0.455
"es","tr","sense_perception",0.327903140665,48,NA
"es","tr","social_and_political_relations",0.138181335198,21,0.368461538461539
"es","tr","spatial_relations",0.364607112471,104,NA
"es","tr","speech_and_language",0.0475485391314,30,NA
"es","tr","the_house",0.310253365279,20,0.457272727272727
"es","tr","time",0.499824462673,69,NA
"es","tr","warfare_and_hunting",0.361277863564,19,NA
"es","tt","agriculture_and_vegetation",0.215678548689,30,0.272727272727273
"es","tt","animals",0.0625978646627,39,NA
"es","tt","basic_actions_and_technology",0.244412047266,49,0.5
"es","tt","body_parts",0.217242629209,86,NA
"es","tt","clothing_and_grooming",-0.00590981360259,29,NA
"es","tt","cognition",0.17841947134,44,NA
"es","tt","emotion_and_values",0.0979668347937,31,NA
"es","tt","food_and_drink",0.132866940337,41,NA
"es","tt","kinship",0.190126093706,24,0.415714285714286
"es","tt","law",0.266926865424,2,0.509090909090909
"es","tt","motion",0.15176704341,48,NA
"es","tt","physical_world",0.246850147158,53,NA
"es","tt","posession",0.107495266245,40,NA
"es","tt","quantity",0.354462791057,39,NA
"es","tt","religion_and_belief",0.154565517958,4,0.385
"es","tt","sense_perception",0.159295519144,42,NA
"es","tt","social_and_political_relations",0.273082697727,17,0.464230769230769
"es","tt","spatial_relations",0.164019774717,86,NA
"es","tt","speech_and_language",0.343337455217,22,NA
"es","tt","the_house",-0.25302999675,14,0.588181818181818
"es","tt","time",0.4300048567,54,NA
"es","tt","warfare_and_hunting",0.149480740909,14,NA
"es","uk","agriculture_and_vegetation",0.238131362633,29,0.181818181818182
"es","uk","animals",0.403110159369,40,NA
"es","uk","basic_actions_and_technology",0.270920059656,56,0.285
"es","uk","body_parts",0.351936670425,102,NA
"es","uk","clothing_and_grooming",0.158926396079,32,NA
"es","uk","cognition",0.294160471472,52,NA
"es","uk","emotion_and_values",0.243121843084,42,NA
"es","uk","food_and_drink",0.238796160023,49,NA
"es","uk","kinship",0.491040586848,28,0.431071428571429
"es","uk","law",-0.022306001724,2,0.315454545454545
"es","uk","motion",0.261897471957,77,NA
"es","uk","physical_world",0.354803779426,62,NA
"es","uk","posession",0.389947948131,43,NA
"es","uk","quantity",0.640186366537,38,NA
"es","uk","religion_and_belief",0.274684463682,4,0.301666666666666
"es","uk","sense_perception",0.407676705045,49,NA
"es","uk","social_and_political_relations",0.16441681598,21,0.451538461538461
"es","uk","spatial_relations",0.277952676567,97,NA
"es","uk","speech_and_language",0.144243235541,27,NA
"es","uk","the_house",0.312041740923,20,0.57
"es","uk","time",0.579738133127,67,NA
"es","uk","warfare_and_hunting",0.400744425248,20,NA
"eu","be","agriculture_and_vegetation",0.0885616459392,23,NA
"eu","be","animals",0.142693149382,38,NA
"eu","be","basic_actions_and_technology",0.285113907298,41,NA
"eu","be","body_parts",0.149237297121,91,NA
"eu","be","clothing_and_grooming",0.0758528129246,27,NA
"eu","be","cognition",0.333587849675,44,NA
"eu","be","emotion_and_values",0.0361675451621,35,NA
"eu","be","food_and_drink",0.135636396683,38,NA
"eu","be","kinship",0.475284145325,26,NA
"eu","be","law",-0.0735115880385,2,NA
"eu","be","motion",0.090216416949,61,NA
"eu","be","physical_world",0.335372929301,51,NA
"eu","be","posession",0.357292268502,35,NA
"eu","be","quantity",0.614757940435,37,NA
"eu","be","religion_and_belief",0.162738262909,4,NA
"eu","be","sense_perception",0.231271585587,43,NA
"eu","be","social_and_political_relations",0.308877990006,18,NA
"eu","be","spatial_relations",0.265907707642,89,NA
"eu","be","speech_and_language",0.135585451407,27,NA
"eu","be","the_house",0.126139651893,19,NA
"eu","be","time",0.513860303155,59,NA
"eu","be","warfare_and_hunting",0.270963782914,15,NA
"eu","bg","agriculture_and_vegetation",0.149442397578,24,NA
"eu","bg","animals",0.276319946919,38,NA
"eu","bg","basic_actions_and_technology",0.565440928436,44,NA
"eu","bg","body_parts",0.181188527716,88,NA
"eu","bg","clothing_and_grooming",0.25313455582,25,NA
"eu","bg","cognition",0.351523234651,45,NA
"eu","bg","emotion_and_values",0.223314306283,36,NA
"eu","bg","food_and_drink",0.189067919422,37,NA
"eu","bg","kinship",0.362781868181,28,NA
"eu","bg","law",0.570544597793,2,NA
"eu","bg","motion",0.190269758358,59,NA
"eu","bg","physical_world",0.291459358927,50,NA
"eu","bg","posession",0.112992840988,35,NA
"eu","bg","quantity",0.425187192224,40,NA
"eu","bg","religion_and_belief",0.393371038467,4,NA
"eu","bg","sense_perception",0.27653142745,41,NA
"eu","bg","social_and_political_relations",0.308752730861,18,NA
"eu","bg","spatial_relations",0.38266986314,85,NA
"eu","bg","speech_and_language",0.206322042634,28,NA
"eu","bg","the_house",0.0177687034375,16,NA
"eu","bg","time",0.488135042996,59,NA
"eu","bg","warfare_and_hunting",0.247315386763,15,NA
"eu","bn","agriculture_and_vegetation",0.285815883297,18,NA
"eu","bn","animals",0.0448455272834,29,NA
"eu","bn","basic_actions_and_technology",0.026470628887,44,NA
"eu","bn","body_parts",0.262056478446,77,NA
"eu","bn","clothing_and_grooming",0.187231255424,26,NA
"eu","bn","cognition",0.197410084296,44,NA
"eu","bn","emotion_and_values",0.243048254473,33,NA
"eu","bn","food_and_drink",0.235405271979,35,NA
"eu","bn","kinship",0.335904013499,26,NA
"eu","bn","law",0.305116045147,2,NA
"eu","bn","motion",0.345452494965,49,NA
"eu","bn","physical_world",0.327553042145,48,NA
"eu","bn","posession",0.39516644346,28,NA
"eu","bn","quantity",0.434385480527,33,NA
"eu","bn","religion_and_belief",0.58148206042,4,NA
"eu","bn","sense_perception",0.177763868368,39,NA
"eu","bn","social_and_political_relations",0.0650702106515,15,NA
"eu","bn","spatial_relations",0.297288177619,69,NA
"eu","bn","speech_and_language",0.149807309258,22,NA
"eu","bn","the_house",0.143163461267,12,NA
"eu","bn","time",0.482217831767,47,NA
"eu","bn","warfare_and_hunting",0.236123565576,14,NA
"eu","br","agriculture_and_vegetation",0.0155532285631,17,NA
"eu","br","animals",0.0578950038127,33,NA
"eu","br","basic_actions_and_technology",0.190551895312,32,NA
"eu","br","body_parts",0.167630689155,76,NA
"eu","br","clothing_and_grooming",0.415185609301,20,NA
"eu","br","cognition",0.317397633943,40,NA
"eu","br","emotion_and_values",0.072781751934,23,NA
"eu","br","food_and_drink",0.16871969981,32,NA
"eu","br","kinship",0.253541736936,21,NA
"eu","br","law",-0.365877764181,1,NA
"eu","br","motion",0.188818550203,50,NA
"eu","br","physical_world",0.072305759579,40,NA
"eu","br","posession",0.158261252905,35,NA
"eu","br","quantity",0.467852416522,31,NA
"eu","br","religion_and_belief",0.421386037179,3,NA
"eu","br","sense_perception",0.177578473542,35,NA
"eu","br","social_and_political_relations",-0.065744551234,17,NA
"eu","br","spatial_relations",0.298904334589,64,NA
"eu","br","speech_and_language",0.263648954751,24,NA
"eu","br","the_house",0.137591794829,16,NA
"eu","br","time",0.298574188795,50,NA
"eu","br","warfare_and_hunting",0.187722473452,13,NA
"eu","ca","agriculture_and_vegetation",0.201186976672,23,NA
"eu","ca","animals",0.234874844647,36,NA
"eu","ca","basic_actions_and_technology",0.23146917573,47,NA
"eu","ca","body_parts",0.201226820803,92,NA
"eu","ca","clothing_and_grooming",0.225646167031,28,NA
"eu","ca","cognition",0.265661829967,49,NA
"eu","ca","emotion_and_values",-0.00510636758728,35,NA
"eu","ca","food_and_drink",0.207279161271,44,NA
"eu","ca","kinship",0.518376375205,28,NA
"eu","ca","law",-0.38619067593,2,NA
"eu","ca","motion",0.208792324081,62,NA
"eu","ca","physical_world",0.318576794762,56,NA
"eu","ca","posession",0.348130985552,36,NA
"eu","ca","quantity",0.552857395285,38,NA
"eu","ca","religion_and_belief",0.127328349774,4,NA
"eu","ca","sense_perception",0.428600780967,38,NA
"eu","ca","social_and_political_relations",0.224589487059,19,NA
"eu","ca","spatial_relations",0.355353074574,85,NA
"eu","ca","speech_and_language",0.197423267034,25,NA
"eu","ca","the_house",0.449614212004,18,NA
"eu","ca","time",0.499479663119,54,NA
"eu","ca","warfare_and_hunting",0.387530891094,19,NA
"eu","ce","agriculture_and_vegetation",-0.204548522674,15,NA
"eu","ce","animals",0.0297493650202,24,NA
"eu","ce","basic_actions_and_technology",0.0947304564195,27,NA
"eu","ce","body_parts",0.0645698810308,59,NA
"eu","ce","clothing_and_grooming",0.299835566502,16,NA
"eu","ce","cognition",0.253439294801,33,NA
"eu","ce","emotion_and_values",0.135464064505,26,NA
"eu","ce","food_and_drink",-0.184727546138,28,NA
"eu","ce","kinship",0.158114429143,18,NA
"eu","ce","law",-0.105778411458,1,NA
"eu","ce","motion",0.0400212417801,37,NA
"eu","ce","physical_world",-0.0462965283282,35,NA
"eu","ce","posession",0.1669128827,32,NA
"eu","ce","quantity",0.280627238697,34,NA
"eu","ce","religion_and_belief",-1,1,NA
"eu","ce","sense_perception",0.342242061605,30,NA
"eu","ce","social_and_political_relations",0.274400809037,14,NA
"eu","ce","spatial_relations",0.276488519801,62,NA
"eu","ce","speech_and_language",0.102099257589,22,NA
"eu","ce","the_house",0.00666411776396,11,NA
"eu","ce","time",0.34600652745,44,NA
"eu","ce","warfare_and_hunting",0.223343827639,11,NA
"eu","cs","agriculture_and_vegetation",0.0700122660719,25,NA
"eu","cs","animals",0.344674229836,39,NA
"eu","cs","basic_actions_and_technology",0.316806107037,48,NA
"eu","cs","body_parts",0.181413893743,99,NA
"eu","cs","clothing_and_grooming",0.0969048829015,30,NA
"eu","cs","cognition",0.432271978277,48,NA
"eu","cs","emotion_and_values",0.192897873759,36,NA
"eu","cs","food_and_drink",0.249250482951,44,NA
"eu","cs","kinship",0.27179122357,28,NA
"eu","cs","law",-0.230193736328,2,NA
"eu","cs","motion",0.163324092152,70,NA
"eu","cs","physical_world",0.33856771672,54,NA
"eu","cs","posession",0.188581647219,40,NA
"eu","cs","quantity",0.495495333536,40,NA
"eu","cs","religion_and_belief",0.106093725284,4,NA
"eu","cs","sense_perception",0.221107937419,47,NA
"eu","cs","social_and_political_relations",0.0510883442408,20,NA
"eu","cs","spatial_relations",0.383957687138,95,NA
"eu","cs","speech_and_language",0.30600905068,27,NA
"eu","cs","the_house",-0.0108520750876,17,NA
"eu","cs","time",0.56057375496,62,NA
"eu","cs","warfare_and_hunting",0.356994235014,17,NA
"eu","cv","agriculture_and_vegetation",0.38467505814,7,NA
"eu","cv","animals",0.19182067824,12,NA
"eu","cv","basic_actions_and_technology",0.344648161766,8,NA
"eu","cv","body_parts",0.101010748368,29,NA
"eu","cv","clothing_and_grooming",0.476215750735,7,NA
"eu","cv","cognition",0.645056245852,13,NA
"eu","cv","emotion_and_values",-0.00228942564235,10,NA
"eu","cv","food_and_drink",0.0513891077021,7,NA
"eu","cv","kinship",0.172033197162,14,NA
"eu","cv","law",-0.0812916305241,1,NA
"eu","cv","motion",0.01636579159,20,NA
"eu","cv","physical_world",0.154634255261,9,NA
"eu","cv","posession",0.110974341206,14,NA
"eu","cv","quantity",0.373649257711,11,NA
"eu","cv","religion_and_belief",-0.213676502313,2,NA
"eu","cv","sense_perception",-0.290286467008,4,NA
"eu","cv","social_and_political_relations",0.4785477787,9,NA
"eu","cv","spatial_relations",0.279260779874,17,NA
"eu","cv","speech_and_language",0.507875565021,12,NA
"eu","cv","the_house",0.259691989444,3,NA
"eu","cv","time",0.0925672609169,31,NA
"eu","cv","warfare_and_hunting",NA,0,NA
"eu","cy","agriculture_and_vegetation",0.149444194667,25,NA
"eu","cy","animals",0.0359862524226,37,NA
"eu","cy","basic_actions_and_technology",0.151912433776,48,NA
"eu","cy","body_parts",0.21108830891,89,NA
"eu","cy","clothing_and_grooming",0.119650668559,26,NA
"eu","cy","cognition",0.188702241019,45,NA
"eu","cy","emotion_and_values",0.188744210425,35,NA
"eu","cy","food_and_drink",0.195391434,39,NA
"eu","cy","kinship",0.222173631475,28,NA
"eu","cy","law",-0.0939483251221,2,NA
"eu","cy","motion",0.368746302789,64,NA
"eu","cy","physical_world",0.326080719189,53,NA
"eu","cy","posession",0.238926121284,40,NA
"eu","cy","quantity",0.368907640078,38,NA
"eu","cy","religion_and_belief",0.118402136986,4,NA
"eu","cy","sense_perception",0.195218138589,42,NA
"eu","cy","social_and_political_relations",0.226136706513,16,NA
"eu","cy","spatial_relations",0.272868083845,88,NA
"eu","cy","speech_and_language",0.186624050558,28,NA
"eu","cy","the_house",0.26026434966,15,NA
"eu","cy","time",0.378207941195,61,NA
"eu","cy","warfare_and_hunting",0.312982270242,17,NA
"eu","da","agriculture_and_vegetation",0.0566255051248,25,NA
"eu","da","animals",0.217045281169,39,NA
"eu","da","basic_actions_and_technology",0.223549771417,54,NA
"eu","da","body_parts",0.269914204464,96,NA
"eu","da","clothing_and_grooming",0.168717265418,26,NA
"eu","da","cognition",0.339380803954,50,NA
"eu","da","emotion_and_values",0.268390675422,36,NA
"eu","da","food_and_drink",0.237026760911,44,NA
"eu","da","kinship",0.338688583934,28,NA
"eu","da","law",-0.233539223279,2,NA
"eu","da","motion",0.104359687885,67,NA
"eu","da","physical_world",0.338978070201,57,NA
"eu","da","posession",0.329481110108,42,NA
"eu","da","quantity",0.41163911602,42,NA
"eu","da","religion_and_belief",0.16911959401,4,NA
"eu","da","sense_perception",0.402993255386,46,NA
"eu","da","social_and_political_relations",0.502034655808,18,NA
"eu","da","spatial_relations",0.343835852312,93,NA
"eu","da","speech_and_language",0.268494231869,28,NA
"eu","da","the_house",0.260523374806,17,NA
"eu","da","time",0.514511390573,64,NA
"eu","da","warfare_and_hunting",0.265583343124,18,NA
"eu","de","agriculture_and_vegetation",0.131630748165,25,NA
"eu","de","animals",0.248896047556,40,NA
"eu","de","basic_actions_and_technology",0.224175038642,52,NA
"eu","de","body_parts",0.244415407379,101,NA
"eu","de","clothing_and_grooming",0.219796580062,29,NA
"eu","de","cognition",0.419866773063,50,NA
"eu","de","emotion_and_values",0.337491419408,37,NA
"eu","de","food_and_drink",0.232064849682,46,NA
"eu","de","kinship",0.440237839826,28,NA
"eu","de","law",-0.331306437335,2,NA
"eu","de","motion",0.188775011258,69,NA
"eu","de","physical_world",0.288707418325,59,NA
"eu","de","posession",0.192803317616,40,NA
"eu","de","quantity",0.476130113756,42,NA
"eu","de","religion_and_belief",0.692949521486,4,NA
"eu","de","sense_perception",0.293278500136,48,NA
"eu","de","social_and_political_relations",0.315192804637,19,NA
"eu","de","spatial_relations",0.340195128521,91,NA
"eu","de","speech_and_language",0.180241198989,30,NA
"eu","de","the_house",0.187799436121,17,NA
"eu","de","time",0.567299458149,64,NA
"eu","de","warfare_and_hunting",0.361758641409,19,NA
"eu","el","agriculture_and_vegetation",-0.0996576548229,24,NA
"eu","el","animals",0.157290495966,37,NA
"eu","el","basic_actions_and_technology",0.234270035242,31,NA
"eu","el","body_parts",0.160653782067,84,NA
"eu","el","clothing_and_grooming",-0.0549460065821,25,NA
"eu","el","cognition",0.222249796796,46,NA
"eu","el","emotion_and_values",0.309672560382,32,NA
"eu","el","food_and_drink",0.0903975099516,32,NA
"eu","el","kinship",0.382932533918,27,NA
"eu","el","law",-0.491983976127,2,NA
"eu","el","motion",0.344936740862,56,NA
"eu","el","physical_world",0.239763468763,50,NA
"eu","el","posession",0.335810308174,34,NA
"eu","el","quantity",0.493021772231,38,NA
"eu","el","religion_and_belief",0.359396954048,4,NA
"eu","el","sense_perception",0.287799561681,41,NA
"eu","el","social_and_political_relations",-0.0472967034676,17,NA
"eu","el","spatial_relations",0.315209072035,80,NA
"eu","el","speech_and_language",0.38431769043,24,NA
"eu","el","the_house",0.0278310122105,19,NA
"eu","el","time",0.548891928278,59,NA
"eu","el","warfare_and_hunting",0.367835446448,14,NA
"eu","en","agriculture_and_vegetation",0.216924883561,25,NA
"eu","en","animals",0.264295174518,40,NA
"eu","en","basic_actions_and_technology",0.345007668651,52,NA
"eu","en","body_parts",0.211813113616,100,NA
"eu","en","clothing_and_grooming",0.15798167215,31,NA
"eu","en","cognition",0.213256220878,50,NA
"eu","en","emotion_and_values",0.286919987602,38,NA
"eu","en","food_and_drink",0.0897367966167,45,NA
"eu","en","kinship",0.370367260484,28,NA
"eu","en","law",-0.210618432092,2,NA
"eu","en","motion",0.112085648892,69,NA
"eu","en","physical_world",0.326031408859,57,NA
"eu","en","posession",0.265126477061,40,NA
"eu","en","quantity",0.454911450577,40,NA
"eu","en","religion_and_belief",0.418078718516,4,NA
"eu","en","sense_perception",0.316821584991,49,NA
"eu","en","social_and_political_relations",0.0873253106201,19,NA
"eu","en","spatial_relations",0.318541156667,90,NA
"eu","en","speech_and_language",0.19875350081,29,NA
"eu","en","the_house",0.310858810409,16,NA
"eu","en","time",0.465749049317,64,NA
"eu","en","warfare_and_hunting",0.401010416151,17,NA
"eu","es","agriculture_and_vegetation",0.245090884023,24,NA
"eu","es","animals",0.310695587231,40,NA
"eu","es","basic_actions_and_technology",0.232446161732,55,NA
"eu","es","body_parts",0.204878668121,100,NA
"eu","es","clothing_and_grooming",0.237625566337,32,NA
"eu","es","cognition",0.254234570502,50,NA
"eu","es","emotion_and_values",0.145703280067,39,NA
"eu","es","food_and_drink",0.249605605033,45,NA
"eu","es","kinship",0.464071638878,27,NA
"eu","es","law",0.312994215625,2,NA
"eu","es","motion",0.256238255416,71,NA
"eu","es","physical_world",0.273351344826,59,NA
"eu","es","posession",0.342806037235,41,NA
"eu","es","quantity",0.640966377403,41,NA
"eu","es","religion_and_belief",0.284251994642,4,NA
"eu","es","sense_perception",0.330222268924,47,NA
"eu","es","social_and_political_relations",0.283112132124,20,NA
"eu","es","spatial_relations",0.305590518565,95,NA
"eu","es","speech_and_language",0.219897749141,28,NA
"eu","es","the_house",0.231841154765,19,NA
"eu","es","time",0.553215966911,62,NA
"eu","es","warfare_and_hunting",0.473182405319,19,NA
"eu","fi","agriculture_and_vegetation",0.198628168891,23,NA
"eu","fi","animals",0.233573088538,40,NA
"eu","fi","basic_actions_and_technology",0.17220764459,52,NA
"eu","fi","body_parts",0.0994726373328,99,NA
"eu","fi","clothing_and_grooming",0.0431626907316,30,NA
"eu","fi","cognition",0.195881077596,49,NA
"eu","fi","emotion_and_values",0.147763717609,36,NA
"eu","fi","food_and_drink",0.295834162771,45,NA
"eu","fi","kinship",0.226550518635,28,NA
"eu","fi","law",0.101011762138,2,NA
"eu","fi","motion",0.169866062062,68,NA
"eu","fi","physical_world",0.402358609597,54,NA
"eu","fi","posession",0.243049358182,42,NA
"eu","fi","quantity",0.618397992279,40,NA
"eu","fi","religion_and_belief",0.237503299725,4,NA
"eu","fi","sense_perception",0.36896404081,47,NA
"eu","fi","social_and_political_relations",0.521061993202,18,NA
"eu","fi","spatial_relations",0.258867662615,92,NA
"eu","fi","speech_and_language",0.234180828117,28,NA
"eu","fi","the_house",0.225016970616,17,NA
"eu","fi","time",0.446836114949,64,NA
"eu","fi","warfare_and_hunting",0.353764557608,18,NA
"eu","fr","agriculture_and_vegetation",0.0777135631969,23,NA
"eu","fr","animals",0.237801191005,40,NA
"eu","fr","basic_actions_and_technology",0.244965251148,55,NA
"eu","fr","body_parts",0.124348805097,99,NA
"eu","fr","clothing_and_grooming",0.0542830394666,28,NA
"eu","fr","cognition",0.19752080427,49,NA
"eu","fr","emotion_and_values",0.185978784937,36,NA
"eu","fr","food_and_drink",0.137199436929,46,NA
"eu","fr","kinship",0.344821033346,26,NA
"eu","fr","law",0.051793346031,2,NA
"eu","fr","motion",0.235108513396,68,NA
"eu","fr","physical_world",0.225467960321,57,NA
"eu","fr","posession",0.181671191158,42,NA
"eu","fr","quantity",0.636195537355,36,NA
"eu","fr","religion_and_belief",0.31189736644,4,NA
"eu","fr","sense_perception",0.3213397091,46,NA
"eu","fr","social_and_political_relations",0.327770217094,19,NA
"eu","fr","spatial_relations",0.281474065611,92,NA
