"meaning","language","word","lingpy.cognate","expert.cognate","word.count","corpora.size","corpora.type","corpus","states","taxa","word.type","glottocode","source.ids","mean.roc","sd.roc"
"M","English","mother","CH","i4",179,17400000,"spoken","CELEX",5,"English_ST","kinterm","stan1293","IE72",2.99457870208105,0.00961165025479344
"M","Irish","mathair","DL","i4",NA,NA,NA,NA,5,"Irish_A","kinterm","iris1253","IE180();IE225(432);IE182(103)",2.99457870208105,0.00961165025479344
"M","Portuguese","mãe","AV","i2",441,4.5e+07,"spoken","CoP",5,"Portuguese_ST","kinterm","port1283","IE80(166)",2.99457870208105,0.00961165025479344
"M","English","mother","CH","i4",8327,17400000,"written","CELEX",5,"English_ST","kinterm","stan1293","IE72",2.99457870208105,0.00961165025479344
"M","Polish","matka","BJ","i3",23694,3e+08,"written","Polish NC written PELCRA spoken",5,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.99457870208105,0.00961165025479344
"M","Swedish","mor","BQ","i4",310,1e+06,"written","SUC",5,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.99457870208105,0.00961165025479344
"M","Oriya","mā","AD","i1",NA,NA,NA,NA,5,"Oriya","kinterm","oriy1255","DR7(145);IE9(107)",2.99457870208105,0.00961165025479344
"M","Breton","mamm","AD","i1",NA,NA,NA,NA,5,"Breton_List","kinterm","bret1244","IE182(361);IE82(92,93);IE288(103)",2.99457870208105,0.00961165025479344
"M","Spanish","madre","AV","i2",4372,1e+08,"written","CoE",5,"Spanish","kinterm","stan1288","IE80(156-167)",2.99457870208105,0.00961165025479344
"M","Romanian","mamă","EU","i1",18872,44729032,"web","Romanian Web (roWaC)",5,"Romanian_List","kinterm","roma1327",NA,2.99457870208105,0.00961165025479344
"M","Greek","μητέρα","DC","i2",128072,1958348129,"web","Greek Web 2014 (elTenTen14)",5,"Greek_Mod","kinterm","mode1248",NA,2.99457870208105,0.00961165025479344
"M","Bulgarian","майка","AL","i2",86642,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",5,"Bulgarian","kinterm","bulg1262",NA,2.99457870208105,0.00961165025479344
"M","Catalan","mare","AV","i2",23464,4189954719,"web","Catalan Web 2014 (caTenTen14)",5,"Catalan","kinterm","stan1289","IE286(416)",2.99457870208105,0.00961165025479344
"M","Italian","madre","AV","i2",15,1.3e+08,"spoken","CORIS",5,"Italian","kinterm","ital1282","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Portuguese","mãe","AV","i2",11576,4.5e+07,"written","CoP",5,"Portuguese_ST","kinterm","port1283","IE80(166)",2.99457870208105,0.00961165025479344
"M","English","mother","CH","i4",3755,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",5,"English_ST","kinterm","stan1293","IE72",2.99457870208105,0.00961165025479344
"M","Russian","мать","BJ","i3",23567.19,8200000,"written","Russian NC via Leeds",5,"Russian","kinterm","russ1263",NA,2.99457870208105,0.00961165025479344
"M","Polish","matka","BJ","i3",161,3e+08,"spoken","Polish NC written PELCRA spoken",5,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.99457870208105,0.00961165025479344
"M","Welsh","mam","EU","i1",NA,NA,NA,NA,5,"Welsh_C","kinterm","wels1247","IE174(42);IE173(119);IE288(103); IE339",2.99457870208105,0.00961165025479344
"M","Icelandic","móðir","DL","i4",245,6.5e+07,"written","textasafn",5,"Icelandic_ST","kinterm","icel1247",NA,2.99457870208105,0.00961165025479344
"M","Serbian","majka",NA,"i1",29881,5.54e+08,"web","scWaC",5,"Serbocroatian","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",2.99457870208105,0.00961165025479344
"M","Czech","matka","BJ","i3",657788,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",5,"Czech","kinterm","czec1258","IE146(527);IE143(77,78);IE288(103)",2.99457870208105,0.00961165025479344
"M","Latvian","mate","AV","i2",NA,NA,NA,NA,5,"Latvian","kinterm","latv1249",NA,2.99457870208105,0.00961165025479344
"M","Italian","madre","AV","i2",307983,2588873046,"web","Italian Web 2010 (itTenTen)",5,"Italian","kinterm","ital1282","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Lithuanian","motina","ED","i1",NA,NA,NA,NA,5,"Lithuanian_ST","kinterm","lith1251",NA,2.99457870208105,0.00961165025479344
"M","Russian","мать","BJ","i3",797154,14553856113,"web","Russian Web 2011 (ruTenTen11)",5,"Russian","kinterm","russ1263",NA,2.99457870208105,0.00961165025479344
"M","Lahnda","mā","AD","i1",NA,NA,NA,NA,5,"Lahnda","kinterm","lahn1241","IE337(133,6,7);IE292(5);IE293(36,499);IE338(48)",2.99457870208105,0.00961165025479344
"M","Icelandic","móðir","DL","i4",9,6.5e+07,"spoken","textasafn",5,"Icelandic_ST","kinterm","icel1247",NA,2.99457870208105,0.00961165025479344
"M","Croatian","majka","AL","i2",88377,1.21e+09,"web","hrWaC",5,"Serbocroatian_Croatia","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",2.99457870208105,0.00961165025479344
"M","Italian","madre","AV","i2",349053,2588873046,"web","Italian Web 2010 (itTenTen)",5,"Italian","kinterm","ital1282","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Slovak","mať","BJ","i3",NA,NA,NA,NA,5,"Slovak","kinterm","slov1269","IE146(587);IE177(100);IE301(55,63);IE330(22,35)",2.99457870208105,0.00961165025479344
"M","Czech","matka","BJ","i3",215134,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",5,"Czech","kinterm","czec1258","IE146(527);IE143(77,78);IE288(103)",2.99457870208105,0.00961165025479344
"M","Portuguese","mãe","AV","i2",570327,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",5,"Portuguese_ST","kinterm","port1283","IE80(166)",2.99457870208105,0.00961165025479344
"M","Russian","мать","BJ","i3",1954000,14553856113,"web","Russian Web 2011 (ruTenTen11)",5,"Russian","kinterm","russ1263",NA,2.99457870208105,0.00961165025479344
"MB","Danish","onkel","BR","latin",35812,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE89(95)",3.30762367413492,0.0105171143815727
"MB","Albanian","dajë","FV","slavic2",140,16700000,"written","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE12(155);IE20(70)",3.30762367413492,0.0105171143815727
"MB","Spanish","tio","AW","iberian",374,1e+08,"spoken","CoE",7,"Spanish","kinterm","stan1288",NA,3.30762367413492,0.0105171143815727
"MB","Catalan","tio","AW","iberian",26634,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE286(416)",3.30762367413492,0.0105171143815727
"MB","English","uncle","CI","latin",259,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",3.30762367413492,0.0105171143815727
"MB","Swedish","morbror","FF","misc",17604,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254",NA,3.30762367413492,0.0105171143815727
"MB","Albanian","dajë","FV","slavic2",19,16700000,"spoken","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE12(155);IE20(70)",3.30762367413492,0.0105171143815727
"MB","Spanish","tio","AW","iberian",58555,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288",NA,3.30762367413492,0.0105171143815727
"MB","Hindi","maːmaː","GS","indian",NA,NA,NA,NA,7,"Hindi","kinterm","hind1269",NA,3.30762367413492,0.0105171143815727
"MB","Greek","θείος","DD","iberian",10618,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,3.30762367413492,0.0105171143815727
"MB","Bulgarian","вуйчо","AM","slavic",NA,1.95e+09,"spoken","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,3.30762367413492,0.0105171143815727
"MB","Ossetic","madirvadɐ","HZ","misc",NA,NA,NA,NA,7,"Iron_Ossetic","kinterm","osse1245",NA,3.30762367413492,0.0105171143815727
"MB","Norwegian","onkel","BR","latin",27431,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",3.30762367413492,0.0105171143815727
"MB","Dutch","oom","BZ","north",20891,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",3.30762367413492,0.0105171143815727
"MB","Urdu","mamu","GS","indian",NA,NA,NA,NA,7,"Urdu","kinterm","urdu1245","IE363(26);IE292",3.30762367413492,0.0105171143815727
"MB","Dutch","oom","BZ","north",4675,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",3.30762367413492,0.0105171143815727
"MB","Bulgarian","вуйчо","AM","slavic",1723,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",7,"Bulgarian","kinterm","bulg1262",NA,3.30762367413492,0.0105171143815727
"MB","Polish","wuj","EM","slavic",13004,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260",NA,3.30762367413492,0.0105171143815727
"MB","Czech","strýc","BK","slavic",38511,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527)",3.30762367413492,0.0105171143815727
"MB","German","Onkel","BR","latin",8,5400000,"spoken","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.30762367413492,0.0105171143815727
"MB","Danish","onkel","BR","latin",20635,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE89(95)",3.30762367413492,0.0105171143815727
"MB","Ukrainian","djád'ko","FA","slavic2",NA,NA,NA,NA,7,"Ukrainian","kinterm","ukra1253","IE146(993);IE299)",3.30762367413492,0.0105171143815727
"MB","English","uncle","CI","latin",1161,17400000,"written","CELEX",7,"English_ST","kinterm","stan1293","IE72",3.30762367413492,0.0105171143815727
"MB","Czech","strýc","BK","slavic",18,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527)",3.30762367413492,0.0105171143815727
"MB","Norwegian","onkel","BR","latin",17576,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",3.30762367413492,0.0105171143815727
"MB","English","uncle","CI","latin",27,17400000,"spoken","CELEX",7,"English_ST","kinterm","stan1293","IE72",3.30762367413492,0.0105171143815727
"MB","Gujarati","māmā","GS","indian",NA,NA,NA,NA,7,"Gujarati","kinterm","guja1252","IE108(166);IE9(110);IE96(210);DR7(145)",3.30762367413492,0.0105171143815727
"MB","German","Onkel","BR","latin",200637,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.30762367413492,0.0105171143815727
"MB","German","Onkel","BR","latin",132,5400000,"written","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.30762367413492,0.0105171143815727
"MB","Kashmiri","mam","GS","indian",NA,NA,NA,NA,7,"Kashmiri","kinterm","kash1277","IE43(230);IE42(40);IE121(226);IE218(194)",3.30762367413492,0.0105171143815727
"MB","Spanish","tio","AW","iberian",66354,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288",NA,3.30762367413492,0.0105171143815727
"MB","Portuguese","tio","AW","iberian",70,4.5e+07,"spoken","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(167)",3.30762367413492,0.0105171143815727
"MB","Italian","zio","AW","iberian",1,1.3e+08,"spoken","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Swedish","morbror","FF","misc",NA,1e+06,"spoken","SUC",7,"Swedish_List","kinterm","swed1254",NA,3.30762367413492,0.0105171143815727
"MB","Bengali","māmā","GS","indian",NA,NA,NA,NA,7,"Bengali","kinterm","beng1280","DR7(103)",3.30762367413492,0.0105171143815727
"MB","Dutch","oom","BZ","north",5021,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",3.30762367413492,0.0105171143815727
"MB","Belarusian","dzjádz'ka","GP","misc",NA,NA,NA,NA,7,"Byelorussian","kinterm","bela1254","IE146(941);IE332(272)",3.30762367413492,0.0105171143815727
"MB","Dutch","oom","BZ","north",30880,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",3.30762367413492,0.0105171143815727
"MB","Russian","дядя","FA","slavic2",8066.24,8200000,"written","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,3.30762367413492,0.0105171143815727
"MB","Russian","дядя","FA","slavic2",390601,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,3.30762367413492,0.0105171143815727
"MB","Czech","strýc","BK","slavic",3398,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527)",3.30762367413492,0.0105171143815727
"MB","German","Onkel","BR","latin",177739,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",3.30762367413492,0.0105171143815727
"MB","Spanish","tio","AW","iberian",NA,1e+08,"written","CoE",7,"Spanish","kinterm","stan1288",NA,3.30762367413492,0.0105171143815727
"MB","Italian","zio","AW","iberian",53705,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Swedish","morbror","FF","misc",12,1e+06,"written","SUC",7,"Swedish_List","kinterm","swed1254",NA,3.30762367413492,0.0105171143815727
"MB","Polish","wuj","EM","slavic",9,3e+08,"spoken","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260",NA,3.30762367413492,0.0105171143815727
"MB","Greek","θείος","DD","iberian",10618,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,3.30762367413492,0.0105171143815727
"MB","Marathi","maːmaː","GS","indian",NA,NA,NA,NA,7,"Marathi","kinterm","mara1378",NA,3.30762367413492,0.0105171143815727
"MB","Greek","θείος","DD","iberian",10618,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,3.30762367413492,0.0105171143815727
"MB","English","uncle","CI","latin",286,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",3.30762367413492,0.0105171143815727
"MB","Assamese","momai","GF","indian",NA,NA,NA,NA,7,"Assamese","kinterm","assa1263","IE99(236);IE292",3.30762367413492,0.0105171143815727
"MB","Macedonian","vujko","EM","slavic",NA,NA,NA,NA,7,"Macedonian","kinterm","mace1250","IE12(142);IE146(299)",3.30762367413492,0.0105171143815727
"MB","French","oncle","BR","latin",121.96,1.5e+07,"written","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Swedish","morbror","FF","misc",16281,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254",NA,3.30762367413492,0.0105171143815727
"MB","Serbian","ujak",NA,"slavic",1201,5.54e+08,"web","scWaC",7,"Serbocroatian","kinterm","sout1528","IE65(24);IE20(47);IE63(47)",3.30762367413492,0.0105171143815727
"MB","Oriya","mamo","GS","indian",NA,NA,NA,NA,7,"Oriya","kinterm","oriy1255","DR7(145)",3.30762367413492,0.0105171143815727
"MB","Greek","θείος","DD","iberian",10618,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,3.30762367413492,0.0105171143815727
"MB","Romanian","unchi","EV","latin",NA,4.1e+07,"spoken","ROMBAC",7,"Romanian_List","kinterm","roma1327","IE55(141);IE12(161)",3.30762367413492,0.0105171143815727
"MB","Portuguese","tio","AW","iberian",120006,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(167)",3.30762367413492,0.0105171143815727
"MB","Italian","zio","AW","iberian",43790,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Bulgarian","вуйчо","AM","slavic",1723,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",7,"Bulgarian","kinterm","bulg1262",NA,3.30762367413492,0.0105171143815727
"MB","Icelandic","frændi","DM","misc",251,6.5e+07,"written","textasafn",7,"Icelandic_ST","kinterm","icel1247","IE89(91)",3.30762367413492,0.0105171143815727
"MB","French","oncle","BR","latin",124.11,1.5e+07,"spoken","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","French","oncle","BR","latin",161314,9889689889,"web","French Web 2012 (frTenTen12)",7,"French","kinterm","stan1290","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Russian","дядя","FA","slavic2",121.76,8200000,"spoken","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,3.30762367413492,0.0105171143815727
"MB","Romanian","unchi","EV","latin",2278,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327","IE55(141);IE12(161)",3.30762367413492,0.0105171143815727
"MB","French","oncle","BR","latin",135842,9889689889,"web","French Web 2012 (frTenTen12)",7,"French","kinterm","stan1290","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Lahnda","māmā","GS","indian",NA,NA,NA,NA,7,"Lahnda","kinterm","lahn1241","IE337(133);IE293(504);IE292(27,29,71)",3.30762367413492,0.0105171143815727
"MB","Welsh","ewythr","FJ","misc",NA,NA,NA,NA,7,"Welsh_C","kinterm","wels1247","IE173(119);IE288(113,114)",3.30762367413492,0.0105171143815727
"MB","Portuguese","tio","AW","iberian",46742,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(167)",3.30762367413492,0.0105171143815727
"MB","Lithuanian","avynas","EE","misc",NA,NA,NA,NA,7,"Lithuanian_ST","kinterm","lith1251","IE21(79);IE288(113)",3.30762367413492,0.0105171143815727
"MB","Polish","wuj","EM","slavic",43641,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260",NA,3.30762367413492,0.0105171143815727
"MB","Polish","wuj","EM","slavic",1712,3e+08,"written","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260",NA,3.30762367413492,0.0105171143815727
"MB","Slovak","ujec","IJ","slavic",NA,NA,NA,NA,7,"Slovak","kinterm","slov1269","IE146(587);IE177(100);IE301(42);IE330(28)",3.30762367413492,0.0105171143815727
"MB","Icelandic","frændi","DM","misc",17,6.5e+07,"spoken","textasafn",7,"Icelandic_ST","kinterm","icel1247","IE89(91)",3.30762367413492,0.0105171143815727
"MB","Bulgarian","вуйчо","AM","slavic",5718,1.95e+09,"written","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,3.30762367413492,0.0105171143815727
"MB","Russian","дядя","FA","slavic2",152804,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,3.30762367413492,0.0105171143815727
"MB","Romanian","unchi","EV","latin",267,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327","IE55(141);IE12(161)",3.30762367413492,0.0105171143815727
"MB","Italian","zio","AW","iberian",5270,1.3e+08,"written","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",3.30762367413492,0.0105171143815727
"MB","Catalan","tio","AW","iberian",24062,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE286(416)",3.30762367413492,0.0105171143815727
"MB","Sindhi","māmo","GS","indian",NA,NA,NA,NA,7,"Sindhi","kinterm","sind1272","DR7(98);IE292);IE9(110)",3.30762367413492,0.0105171143815727
"MB","Portuguese","tio","AW","iberian",2725,4.5e+07,"written","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(167)",3.30762367413492,0.0105171143815727
"MB","Romanian","unchi","EV","latin",407,4.1e+07,"written","ROMBAC",7,"Romanian_List","kinterm","roma1327","IE55(141);IE12(161)",3.30762367413492,0.0105171143815727
"MB","Croatian","ujak","BE","slavic",2902,1.21e+09,"web","hrWaC",7,"Serbocroatian_Croatia","kinterm","sout1528","IE65(24);IE20(47);IE63(47)",3.30762367413492,0.0105171143815727
"MB","Frisian","omke","GW","north",NA,NA,NA,NA,7,"Frisian","kinterm","fris1239","IE305;IE307;IE348",3.30762367413492,0.0105171143815727
"MB","Czech","strýc","BK","slavic",16010,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527)",3.30762367413492,0.0105171143815727
"MZ","Albanian","teze","FW","albanian",22,16700000,"spoken","Albanian NC",10,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(64);IE20(71)",5.05633699459966,0.0175108936667287
"MZ","German","Tante","BS","german",187,5400000,"written","CELEX",10,"German_ST","kinterm","stan1295","IE74;IE234(268)",5.05633699459966,0.0175108936667287
"MZ","French","tante","CJ","german",70.69,1.5e+07,"spoken","lexique corpus",10,"French","kinterm","stan1290","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Spanish","tia","AX","iberian",NA,1e+08,"written","CoE",10,"Spanish","kinterm","stan1288",NA,5.05633699459966,0.0175108936667287
"MZ","German","Tante","BS","german",174020,16534176369,"web","German Web 2013 (deTenTen13)",10,"German_ST","kinterm","stan1295","IE74;IE234(268)",5.05633699459966,0.0175108936667287
"MZ","German","Tante","BS","german",9,5400000,"spoken","CELEX",10,"German_ST","kinterm","stan1295","IE74;IE234(268)",5.05633699459966,0.0175108936667287
"MZ","French","tante","CJ","german",104045,9889689889,"web","French Web 2012 (frTenTen12)",10,"French","kinterm","stan1290","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","Danish","tante","BS","german",24837,2042601251,"web","Danish Web 2014 (daTenTen14)",10,"Danish","kinterm","dani1285","IE89(95)",5.05633699459966,0.0175108936667287
"MZ","Welsh","modryb","FK","misc",NA,NA,NA,NA,10,"Welsh_C","kinterm","wels1247","IE174(42);IE173(119);IE288(113,114)",5.05633699459966,0.0175108936667287
"MZ","Dutch","tante","BS","german",34361,2576596803,"web","Dutch Web 2014 (nlTenTen14)",10,"Dutch_List","kinterm","dutc1256","IE73",5.05633699459966,0.0175108936667287
"MZ","German","Tante","BS","german",194618,16534176369,"web","German Web 2013 (deTenTen13)",10,"German_ST","kinterm","stan1295","IE74;IE234(268)",5.05633699459966,0.0175108936667287
"MZ","Polish","ciotka","EN","iberian",103,3e+08,"spoken","Polish NC written PELCRA spoken",10,"Polish","kinterm","poli1260","IE71(266);IE59(142);IE146(754)",5.05633699459966,0.0175108936667287
"MZ","Tajik","holam","IN","misc",NA,NA,NA,NA,10,"Tadzik","kinterm","taji1245","IE207(34);IE208(478)",5.05633699459966,0.0175108936667287
"MZ","Portuguese","tia","AX","iberian",34846,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",10,"Portuguese_ST","kinterm","port1283","IE80(167)",5.05633699459966,0.0175108936667287
"MZ","Urdu","khāla","GT","urdu",NA,NA,NA,NA,10,"Urdu","kinterm","urdu1245","IE188(347);IE9(109);IE363(26);IE292",5.05633699459966,0.0175108936667287
"MZ","Marathi","maːvaɕiː","HR","indian",NA,NA,NA,NA,10,"Marathi","kinterm","mara1378",NA,5.05633699459966,0.0175108936667287
"MZ","Albanian","teze","FW","albanian",85,16700000,"written","Albanian NC",10,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(64);IE20(71)",5.05633699459966,0.0175108936667287
"MZ","Swedish","moster","FG","german2",33411,3411216955,"web","Swedish Web 2014 (svTenTen14)",10,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",5.05633699459966,0.0175108936667287
"MZ","English","aunt","CJ","german",573,17400000,"written","CELEX",10,"English_ST","kinterm","stan1293","IE72",5.05633699459966,0.0175108936667287
"MZ","Icelandic","frænka","DN","misc",272,6.5e+07,"written","textasafn",10,"Icelandic_ST","kinterm","icel1247","IE89(91)",5.05633699459966,0.0175108936667287
"MZ","Nepali","chēmā","HT","nepali",NA,NA,NA,NA,10,"Nepali_List","kinterm","nepa1254","IE197(29);IE293(204)",5.05633699459966,0.0175108936667287
"MZ","Dutch","tante","BS","german",4406,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",10,"Dutch_List","kinterm","dutc1256","IE73",5.05633699459966,0.0175108936667287
"MZ","Lahnda","māsī","GG","indian",NA,NA,NA,NA,10,"Lahnda","kinterm","lahn1241","IE337(133);IE293(516)",5.05633699459966,0.0175108936667287
"MZ","Dutch","tante","BS","german",4952,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",10,"Dutch_List","kinterm","dutc1256","IE73",5.05633699459966,0.0175108936667287
"MZ","Kashmiri","mas","GG","indian",NA,NA,NA,NA,10,"Kashmiri","kinterm","kash1277","IE43(230);IE42(40);IE121(224);IE218(194)",5.05633699459966,0.0175108936667287
"MZ","Gujarati","māsī","GG","indian",NA,NA,NA,NA,10,"Gujarati","kinterm","guja1252","IE108(166);IE155(175);IE96(211);DR7(145)",5.05633699459966,0.0175108936667287
"MZ","Russian","тётя","FB","iberian",14540,14553856113,"web","Russian Web 2011 (ruTenTen11)",10,"Russian","kinterm","russ1263",NA,5.05633699459966,0.0175108936667287
"MZ","Serbian","tetka",NA,"iberian",2064,5.54e+08,"web","scWaC",10,"Serbocroatian","kinterm","sout1528","IE65(24);IE20(47);IE63(46)",5.05633699459966,0.0175108936667287
"MZ","Spanish","tia","AX","iberian",27393,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",10,"Spanish","kinterm","stan1288",NA,5.05633699459966,0.0175108936667287
"MZ","Swedish","moster","FG","german2",4515,3411216955,"web","Swedish Web 2014 (svTenTen14)",10,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",5.05633699459966,0.0175108936667287
"MZ","Bulgarian","леля","AN","iberian",16828,1.95e+09,"written","Bulgarian NC",10,"Bulgarian","kinterm","bulg1262",NA,5.05633699459966,0.0175108936667287
"MZ","Bulgarian","леля","AN","iberian",5290,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",10,"Bulgarian","kinterm","bulg1262",NA,5.05633699459966,0.0175108936667287
"MZ","Hindi","maːn̪siː","GG","indian",NA,NA,NA,NA,10,"Hindi","kinterm","hind1269",NA,5.05633699459966,0.0175108936667287
"MZ","Macedonian","тетка","BF","slavic",NA,NA,NA,NA,10,"Macedonian","kinterm","mace1250",NA,5.05633699459966,0.0175108936667287
"MZ","Sindhi","māsī","GG","indian",NA,NA,NA,NA,10,"Sindhi","kinterm","sind1272","DR7(98);IE292);IE9(109)",5.05633699459966,0.0175108936667287
"MZ","Italian","zia","AX","iberian",29105,2588873046,"web","Italian Web 2010 (itTenTen)",10,"Italian","kinterm","ital1282","IE80(156,167)",5.05633699459966,0.0175108936667287
"MZ","English","aunt","CJ","german",193,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",10,"English_ST","kinterm","stan1293","IE72",5.05633699459966,0.0175108936667287
"MZ","Dutch","tante","BS","german",25905,2576596803,"web","Dutch Web 2014 (nlTenTen14)",10,"Dutch_List","kinterm","dutc1256","IE73",5.05633699459966,0.0175108936667287
